"TOKEN";"REFTEXT"
"AHEFDMWPED";"10-4-128-y Art."
"AHEFIWQYUV";"5-2-MSR24"
"AHEJZZOMVI";"HQ-BHELA I"
"AHEXNDWAQI";"1-18th Field Art. Bat."
"AHGZLZUCMB";"C-43 Tkbat"
"AHJRETRRTH";"2-1-71. kdbr"
"AHLANPASIZ";"DB-2-11 pz"
"AHMTIKKXSA";"3-3de Karabiniers"
"AHNAMWMAOR";"D-79th Engineers"
"AHNNDQIJQM";"3-TkBat-168y GvMSP"
"AHPHOEQRDV";"1-3-68 pcz"
"AHRDLCDSTR";"4-899y DShB"
"AHSXCKBZZQ";"3-4 kdes"
"AHTLNTOPXZ";"2-2-36. dp"
"AHWDZWQXKU";"3-7 ksap"
"AHZCRWJZSL";"2-19. ppr"
"AIAXOUXOOP";"3-3-332y GvTP"
"AIFAXAIUHB";"3-13. ppr"
"AIFMQGIAGU";"Rota Komandovaniya"
"AIHUYVGDET";"2-293. Panzer"
"AIJDQZTNTX";"6-2-241-y GvMSP"
"AILTBUKZEP";"3-522. Jäger"
"AINNDUVQTS";"1-55y OTB"
"AINZCUROIJ";"3-159y Okhrany"
"AIORMTTVBY";"3-564. Panzer"
"AIQNCGKVFB";"3-2-8. dp"
"AIRNOJFNXP";"R-5-3rd Field Art."
"AIVSHNFKDA";"2-224. Panzer"
"AIZGLBCEHH";"7-3-52y Gv. Art."
"AJBFSOXIKC";"2-1-6. dp"
"AJBVMLIENG";"DD-16 DZ"
"AJDOFOUXQV";"HQ-5-5th Mechanized"
"AJEMTSIYQK";"4-37. FlaRak"
"AJFETVDRAV";"Velitelství 3-49. dp"
"AJNQAJZSWJ";"1-1-36 pa"
"AJRYFYRFTH";"3-2e Gidsen"
"AJSASAGOBS";"9-3-288y GvMSP"
"AJTIHLNBFW";"1-2-21. tp"
"AJTTPJTXUK";"SK-3-AR10"
"AJVRGXGPUQ";"1-809-VKK 243"
"AJWXRHNJLO";"8-3-87-y Art."
"AKAVKPJVZX";"6-2-Art. Rgt. 7"
"AKEHBKIEWO";"2-292. Pz.Gren."
"AKHUYYBCQR";"3-6e REG"
"AKJUUWHJEG";"2-1-239y GvTP"
"AKNEDMGBEF";"8-3-MSR43"
"AKOVSWRZCR";"HQ-2-18th Mechanized"
"AKOWJVFDFU";"5-2-MSR7"
"AKQNLUKBXV";"A-III-RAAA 71"
"AKQPQRXZZB";"1-19. ppr"
"AKRFJHVFTO";"Wachkompanie"
"AKTFUWEHBJ";"P-4-37th Armored"
"AKTIDHMEKF";"HQ-7 (Para) RHA"
"AKXNKGERHP";"F-2-1st Field Art."
"AKYCPGFADE";"B-13 Painfbat"
"ALDQTXTXPS";"2-5-7 Bah"
"ALERTJZAVS";"3-4e Ch. à Cheval"
"ALESTOVBHF";"F-4-8th Mechanized"
"ALFHLFRJPD";"2-1-249-y GvMSP"
"ALJJWJZANG";"7-3-308-y Art. Brig."
"ALJPFTKBHV";"7-3-MSR30"
"ALKPWWOGZX";"II,/Artillerie-Brigade 40"
"ALNDFEVCRR";"2-75e RA"
"ALNPWQBJIP";"6-2-841-y Art."
"ALPGCPIKYL";"E-2-505th PIR"
"ALRQNCAGDX";"2-11. Aufklärer"
"ALWBCZZGBX";"1-MSB-47y GvTP"
"ALYBBIQAXA";"2-52. Rak.Art."
"ALYHNURTUM";"1-1-AR3"
"ALYWOODEMP";"9-3-AR11"
"AMAAGZERKU";"3-3-21. tp"
"AMAPNJBWSI";"4-2-5 pz"
"AMBDCUBAGB";"14-5-AR9"
"AMBXDEFAYP";"1-MSB-67y GvTP"
"AMDBZKAYNU";"2-1-PR8"
"AMFLIKYLRP";"HQ-4-8th Armored"
"AMFQYFHFOW";"4-152e Infanterie"
"AMHTPLDNUK";"D-1-18th Field Art."
"AMJVSTXVVN";"2-23. Panzer"
"AMRJTKEZCP";"HQ-1-36th Armored"
"AMZRCGDZFY";"2-61. Panzer"
"ANAVCJSHPS";"3432-VKK 343"
"ANFZGINWQE";"3-GeWa17"
"ANKOAQYHEY";"7-3-744y Art."
"ANNDSHGGKE";"2-125. Artillerie"
"ANQOQJYFLG";"2-443-y Otd. Sapery Bat."
"ANRWUFUDZK";"HQ-6-52nd ADA"
"ANUDBFJLXV";"1-852-VKK 412"
"ANVHPNJGPX";"D-52 Tkbat"
"ANYEHWSKOO";"SK-VKK 333"
"ANZLYJCLFG";"A-53rd TFS"
"ANZTEZBEHS";"EM-12e DBL"
"AOAQPIZTVZ";"3-1-PR1"
"AOBXWTPPYK";"659 Sq. AAC"
"AODIPBQPXH";"5-2-PR8"
"AOFHHVIYPH";"B-1-27th Field Art."
"AOFSQFGTKL";"2-943. Jäger"
"AOHDUZFUPG";"SK-VKK 461"
"AOHOEZBMCE";"1-261. Fallschirm."
"AOPRDKCRBD";"3-1-60. tp"
"AOQLVQEUGW";"3-4-12 pz"
"AOTOSWDNTH";"4-8e RPIMa"
"AOTQKJVQVZ";"H-3-5th Mechanized"
"AOUMUKOWNI";"2-13 dplot"
"AOVZSLBULL";"5-2-MSR27"
"AOYBPDYTGC";"5-240. FlaRgt."
"APAAYTOOJP";"3-1-13. tp"
"APHCHOCCAN";"II. JS/JG-1"
"APIQCLBMNU";"B-350ste Smaldeel"
"APJYSDGYKB";"4-34e RA"
"APNOQKRCMI";"5-81y Tank. Bat."
"APPCWOSWFO";"I,/968-y IAP"
"APSMYABWKA";"1-3e RHC"
"APSOYXEMMQ";"4CCM-13e Génie"
"APTAUPPCNA";"2-126e Infanterie"
"APTKQDTRMD";"2-PB-MSR30"
"APUJWRZEVR";"CEA-114e Infanterie"
"APVZDSYRSH";"1-933y Zen. Art."
"APYEOHORMX";"H-2-505th PIR"
"APZGIXQPPU";"2-1er REC"
"AQAXRDOVYI";"1-1-7. tp"
"AQFLOXBEXH";"4-7th Field Art. Bat."
"AQHFLUSPTT";"HQ-2-30th Mechanized"
"AQNLRQMQGB";"9-3-AR1"
"AQOILSIJMN";"DB-2gb-10 pz"
"AQOXXGWLOO";"2-3-9. msp"
"AQQSEMYURF";"4-2-265y GvMSP"
"AQSNOONHYD";"B-1-5th Field Art."
"AQUHSILKTM";"3131-VKK 313"
"AQWLOSAMAK";"3-2-67. msp"
"AQYFTXBUUO";"2-1. Pionier"
"AQYVBMOJUZ";"EM-16e Chasseurs"
"ARAAKKAJZJ";"21-7-34-ya Art. Brig."
"ARBLGZTLYZ";"3-2-9 pz"
"ARDPJBNCLQ";"3-61. Panzer"
"AREMBHAJKI";"1-520-y Otd. Zen. Rak. Bat."
"ARGJHBYMQY";"2-2e Chasseurs Ardennais"
"ARGLHLCFOK";"Kom-.23-y Otd. Tank. Bat."
"ARHYLSVKKJ";"W-6-1st Field Art."
"ARIDSRPCOZ";"SB-101. Artillerie"
"ARQSQRFQGU";"DB-2-29 pcz"
"ARRUJJGRHG";"2-7. Pionier"
"ARSVRHPOGN";"3-30 pcz"
"ARTVVJEHLV";"I-3-52nd ADA"
"ARWSBSPJBJ";"2-3-47. dp"
"ARYPSPVBZN";"2ya PT Rota"
"ASDPQQJFUM";"8-3-244y GvTP"
"ASERWQBLJY";"4-68-y Razv. Bat."
"ASKSIBTLCJ";"2-524. Panzer"
"ASLSWRMONX";"DB-3-5 pz"
"ASMYAADUCX";"3-3-18. tp"
"ASPWHOXVQQ";"2-899y DShB"
"ASRADZZHCR";"3-9-y Razv. Bat."
"ASRRLKBZKH";"SB-645. Artillerie"
"ASVWDUBWMB";"Kom.-?- Rak.Art."
"ASWLYTZHPV";"(Territorial F)"
"ASXKTHPJXA";"Velitelství 2-55. msp"
"ASXOUAICDN";"Velitelství 3-75. thdbr"
"ATADZPQJMP";"1-2-9 pz"
"ATBYZCPJNB";"3-310. Pionier"
"ATFXAIPZEN";"4-21-y Otd. Ognemetniy Bat."
"ATHSNXTNZW";"SK-262. Fallschirm."
"ATKKEBFJMD";"SK-1-MSR28"
"ATLIVJQRJN";"P-4-67th Armored"
"ATMRMBUTEK";"2-105. Artillerie"
"ATNQHIOPFE";"SK-AB4"
"ATPSFIRKVF";"HQ-2 Para"
"ATRCGLGKOF";"N-4-8th Armored"
"ATRXOUFWBQ";"6-2-MSR23"
"ATUJNZCJQH";"rozp.-76 pcz"
"ATWTBEGLZF";"M-3-325th PIR"
"ATXBZTFVNN";"1-2-13. tp"
"ATXZWURUVF";"HQ-5-41st Field Art."
"ATZKVSZNJX";"N-4-5th Field Art."
"AUBKCNGIGT";"2-3-50 pz"
"AUCUGBMEVI";"Wachkompanie"
"AUGPBEZAUA";"5-2-67-y GvMSP"
"AUGXNCADDS";"1-3-32 pz"
"AUHXFCQBKF";"SK-94. Panzer"
"AUIMTFAXGR";"4113-VKK 411"
"AUJQSIJZKT";"4-2-145y oTP"
"AUKGXPJDIJ";"C-53rd TFS"
"AULFETHBZS";"4-12. Rak.Art."
"AULLWUXSDT";"8-3-35-ya GvDShB"
"AUMIMNWXAN";"5-2-PR21"
"AUQPZLMSTR";"2-1-100y TP"
"AUQSRPGKDD";"3-MSB-47y GvTP"
"AURBWQJDAV";"3-112. Pz.Gren."
"AUSCWFCZDB";"HQ-19th Field Art."
"AUWISJJFQM";"4-41. Artillerie"
"AUXJJKTGPB";"A-1-PPCLI"
"AUYESQBFYO";"7-3-240y MSP"
"AUZROSUIDX";"1-FR17"
"AVAWOYYLVA";"SK-GeWa20"
"AVCJYRDMRE";"3-4431. Sicherungs"
"AVCXZIIUSU";"HQ-5-8th Mechanized"
"AVETUSMVEP";"Dd-41 da"
"AVHTOSVSBY";"4-35 pcz"
"AVIBVCJHHR";"5-2-PR1"
"AVILECAXMT";"3-1-385y Art."
"AVIPFUBINT";"29 Field Sq. RE"
"AVJODOUABT";"3-341. Panzer"
"AVNCWKBPOF";"Pionier-Kie 320"
"AVOHYKSWPP";"DB-3-9 pz"
"AVONRIXGBV";"3-53. Pz.Gren."
"AVPJKVRCDI";"1-732. Jäger"
"AVVKZPTPRZ";"HQ-1-325th PIR"
"AVYERBNWSI";"PzPionier-Kie 110"
"AVYFAWNOKC";"G-2-227th Helo."
"AVZZWVNDGY";"3-1-51-y GvTP"
"AWAEJSLVNR";"3-1-7 Bah"
"AWDYDSYWZC";"3-2-200y GvMSP"
"AWESBDNWMJ";"19-7-34-ya Art. Brig."
"AWGETRFAYW";"6-2-120y GVMSP"
"AWGLWVNINU";"1-82nd Attack Helo."
"AWIFQTJTVM";"2442-VKK 244"
"AWIKBQSXPD";"4-92e Infanterie"
"AWJSQWIROB";"2413-VKK 241"
"AWLKHROPHU";"B-34 Afdva"
"AWMUNUOWVJ";"439TFS"
"AWQQUHAMWF";"DD-15 DZ"
"AWQZKIOKSN";"218th MP Coy."
"AWTIJYAGDM";"503rd MP Coy."
"AWTUUHTXER";"5-2-16y GvTP"
"AWTZYKLSLP";"L-3-325th PIR"
"AWUFZUWBNC";"2412-VKK 241"
"AWVKCHFMEC";"4-8e Chasseurs"
"AWVRAGDIWI";"2-1er Rgt. du Génie"
"AWYWUWKKAZ";"1-812-VKK 253"
"AWZXZHHHRD";"Staf-124 Afdva"
"AXHLHIHQGE";"11 GnBat (-)"
"AXHSKRXYQW";"C-78th Engineers"
"AXJWKWYKHK";"C-15 Painfbat"
"AXRGMWPMIJ";"3-2-14. tp"
"AXRUANAJOC";"G-2-505th PIR"
"AXRVXTUKKZ";"3-9e RCP"
"AXULSNYWTQ";"K-3-1st Field Art."
"AXVTXRSSHT";"PzPionier-Kie 240"
"AXWTPXTTIY";"3-595-y Razv. Bat."
"AXZVDLDWKK";"II,/357-y OShAP"
"AYAKJACKEV";"D-4/7RDG"
"AYBGBUXBPU";"2-1-Otd. Tank. Bat."
"AYFPQCGSIU";"D-V,/Queen's Rgt."
"AYGEDDDEIC";"Velitelství 4-74. RMbr"
"AYGICQEBSY";"3-20 pappanc"
"AYHHBTRYXB";"DB-1-9 pz"
"AYIQGTQQCZ";"1-2-10. msp"
"AYKBPFRMEZ";"DB-2-23 pcz"
"AYKXDKDJHD";"3-353. Panzer"
"AYLWXRTAOC";"3441-VKK 344"
"AYNEXRRLUN";"3-4-9. msp"
"AYOUTTXTRX";"2-Res.MSB 13"
"AYUUDQWUFP";"Kom-.2-51-y Gv. Tank. Polk"
"AYVBOOZMRX";"HQ-II,/Queen's Rgt."
"AYXKGSNHYS";"7-3-AR11"
"AYXUJIAOUN";"SK-743. Feldjäger"
"AZBKWEAZWC";"2-521. Jäger"
"AZCCRIWFVO";"2-813-VKK 353"
"AZDINETZDY";"3-GeWa20"
"AZHMKDTHKQ";"A-8th Can. Hussars"
"AZITNQTHHF";"B-I,/York Vol."
"AZJNFRMHFU";"3-1-62. msp"
"AZLKGAMIOG";"6-2-PR19"
"AZMLHVRPMC";"2-ya VDV Rota"
"AZONSSVLUJ";"37 Field Sq. RE"
"AZUKMXXZWB";"HQ-I,/Scots Gds."
"AZVNTWXVOD";"4-12e Cuirassiers"
"AZVUZURAAZ";"3-2-8. msp"
"AZWONTKGVB";"4-2-44-y TP"
"AZYIGXQJYC";"X-VI,/RRF"
"BAGQLSJCBC";"Kom-.3-15-y Gv. Tank. Polk"
"BAHXKBECZT";"1-HBS57"
"BANFJWPSWE";"2-14th Field Art. Bat."
"BASJKXNLOY";"2-MSB-23-y TP"
"BASNRUYVYE";"5-2-174-y GvMSP"
"BATVOZNCNF";"1-128 dplot"
"BAUCXLFSMZ";"15-5-34-ya Art. Brig."
"BAVDVCWXXJ";"A-10th Engineers"
"BAXZTUBOOM";"8-3-MSR27"
"BAYJERTKSU";"SK-242. Pz.Gren."
"BBFNPLKVII";"2-2-4. msp"
"BBGDZMJMQL";"9-3-390ya Art. Brig."
"BBHKUNZVDL";"SK-3-AR10"
"BBIOIPKAMC";"4-2-67-y GvMSP"
"BBKCXCJBML";"5-4 kdes"
"BBMABCBTBG";"92 Squadron"
"BBMMKOWOPD";"1-34e RA"
"BBNGMOSRKC";"B-III-RAAA 71"
"BBPJIHTXAA";"2-102. Pz.Gren."
"BBPPNAFRTH";"2-51. Feld-Art."
"BBSGOUPUPH";"1-332. Pz.Gren."
"BBTGZZTEHG";"Staf-14 Painfbat"
"BCAKGBRZDU";"4-112. Rak.Art."
"BCBLCJKINB";"Détcht. du Génie"
"BCCBBQDTLS";"C-Royal Yeo."
"BCCGCXITVZ";"8-3-100y TP"
"BCCNYMZJHO";"C-14 Painfbat"
"BCCPQWTZRQ";"23-103 Field Rgt. RA."
"BCDJAKGKGV";"4-1er RHP"
"BCDPZVUHTB";"C-7 (Para) RHA"
"BCEEMESDLH";"2-20y TkB"
"BCFYWRFMAE";"Kom-.2-249-y Gv. MSP"
"BCFZPDILLO";"2-1-MSR43"
"BCHMVTOBCI";"Q-4-159th Helo."
"BCIAIKVPUS";"SB-31. Artillerie"
"BCIRHBRZYS";"5-2-MSR14"
"BCJBWXIDWF";"2-1-670y Art."
"BCKESMGGAQ";"D-1-67th Armored"
"BCODQPPOPQ";"4-2-249-y GvMSP"
"BCTJEACUVB";"4-302. Pz.Gren."
"BCTWCBBWZW";"2-1-290y Art."
"BCVBCVAKXZ";"2-3-3. msp"
"BCZARPVFLN";"436 Infbevcie Mbl"
"BCZLKEXMHE";"7-3-375y TP"
"BDAIRBLXZQ";"4-8e Hussards"
"BDANKMXEPQ";"III,/85-y Gv. IAP"
"BDAUTODJPX";"8-3-74y GvTP"
"BDBXXWSWCB";"A-78th Engineers"
"BDDSAGUAMJ";"1-923-y Otd. Zen. Rak. Bat."
"BDGKNWWMNV";"2-205. Artillerie"
"BDJCVKKTOF";"4-113. Pz.Gren."
"BDNAKFLHFF";"7-3-1047y Art."
"BDRDOMBSMS";"SK-521. Jäger"
"BDRVDPAJMV";"DB-1-75 pz"
"BDTANGXSKY";"1-248y Art."
"BDTOBCBLVM";"2-110e Infanterie"
"BDTZNMDLCP";"HQ-III-RAAA 71"
"BDYUGAAFJH";"4-8. Geb.Aufkl.-Bat."
"BEAHSICEIR";"3-23-y Otd. Tank Bat."
"BEAUQPXVTV";"4-93-y PT"
"BEMEOMSZFT";"F-2-RCR"
"BENFCKDJIG";"3-3-42 pz"
"BEOJXMKAAE";"3-2-21. tp"
"BEPKTSLWEH";"1-2e Chasseurs Ardennais"
"BEPNIWLNMW";"1-1-11. tp"
"BEQNTDUDRO";"2-35. FlaRak"
"BERLDHNJFT";"SK-1-PR4"
"BETUFEMGDL";"A-1-11th ACR"
"BEVCMOKIMG";"3-16 kdes"
"BEVVAVNJAB";"3-54e RA"
"BEVYPIEFNN";"SB-72. Rak.Art."
"BEWDYLGVUM";"4322-VKK 432"
"BEYEUARUKT";"1-5e Chasseurs"
"BFCZHVTXVB";"Velitelství 2-361. dp"
"BFDLECJSER";"6-2-MSR7"
"BFFLGYHLJG";"Staf-CLKA"
"BFGNVITMJD";"4-2-60y MSP"
"BFHBOAUSXB";"3-1185y DShB"
"BFHUPRSLOM";"P-4-11th ACR"
"BFLJDMVNTW";"1-1-361. PT oddiel"
"BFNDXWFBBW";"4-740. Pionier"
"BFTPBOKODP";"2-480y PT"
"BFXTJTTYLS";"2-4-49 pz"
"BGACOKQMQJ";"B-7ste Smaldeel"
"BGCTZOHZZT";"2-41 ba"
"BGDPDXPDZM";"1-PB-MSR29"
"BGENOHPSYD";"2. Ersatz-Kie"
"BGGDZZHCCV";"2-TkBat-200y GvMSP"
"BGHMRSTSME";"Velitelství 3-8. tp"
"BGIRNUGMOY";"Teile/PiB15"
"BGJFFLWOGG";"Velitelství 251. plrp"
"BGKXLUJJVD";"Q-3-12th Field Art."
"BGMZAMMRWC";"4-11 dplot"
"BGPSXUSQVI";"5-2-PR10"
"BGTOHADCBF";"B-38th Eng. Rgt., RE"
"BGWCRQPHZQ";"A-Mérida"
"BGWKIBCHAU";"2-342. Pz.Gren."
"BGYDWJKNEX";"C-154 Afdva"
"BGYOTQFGJN";"SK-621. Jäger"
"BHDDYWFXLY";"2-1-sMSR25"
"BHDZZYAIZC";"H-2-66th Armored"
"BHFCOFTAII";"K-3-5th Field Art."
"BHGPPAWTWV";"7-3-AR10"
"BHIECADXVF";"1-3-197y GvTP"
"BHIMWPFRFN";"Kom-358-y Gv. Zen. Rak. Bat."
"BHMWDDKFFO";"3-3-74. msp"
"BHPVMPVODQ";"2-1-55y GvTP"
"BHQOSOZEWD";"E-2-70th Armored"
"BHRVPZYZKC";"Kom.-4-390-ya Art. Brigada"
"BHSSOCRXVD";"B-1-18th Field Art."
"BHTAKVJJLD";"SK-1-MSR15"
"BHVFYYMTOO";"2-3rd Attack Helo."
"BHWGEJAEHJ";"Kom-677-y (SAM Bat.)"
"BHWHVVMPAD";"1-711. Jäger"
"BIACIMUEMM";"1-3-73 pcz"
"BIAIJCHRUE";"Kom.-216-ya Otd. Zen. Rak. Bat."
"BIFQHUOJFO";"3-1-AR10"
"BIKBJIKVBG";"A-1-3rd Aviation Rgt."
"BINJXEXTXP";"2-1-33. tp"
"BIOLYJDWDP";"4-2-34-ya Art. Brig."
"BIQMQZAJPU";"1-3-33. tp"
"BIQSZCQLAE";"EM-401 Artillerie"
"BIUOQXEQVG";"Velitelství 1-49. dp"
"BIUSBBTLXM";"2-1-17-y GvTP"
"BIUXGABVXS";"4-152. Pz.Gren."
"BIXRVIEACB";"1-2-95-y TP"
"BJBEPTIJKA";"8-3-333y MSP"
"BJDVPJWHUP";"A-1-66th Armored"
"BJFCKHGBCP";"1-1-724y Gv. Art."
"BJFISHMEUW";"B-Covadonga"
"BJGSGWMGOP";"B-103 Verkbat"
"BJGXMDQTQZ";"HQ-16th Engineers"
"BJHUYZVRRV";"3./StuPiB-21"
"BJIVWTQCKJ";"3-PzB-MSR24"
"BJJTGZIWGZ";"933. Jäger"
"BJPRAARVIK";"D-43A"
"BJPTCOQQUL";"DB-1-68 pcz"
"BJSEVZLLZE";"C-Blues & Royals"
"BJSWDEUNAK";"11-4-693y Art."
"BJTVKTOGSC";"3-20 dar"
"BJTVLFRSXZ";"HQ-4RTR"
"BJWLVDYYEJ";"1-1-17 pz"
"BJWRCDFYOX";"SK-2-AR10"
"BJXRJFLXHS";"DD-25 dar"
"BJYAINRXLV";"8-3-PR23"
"BKBMIIWMSI";"Velitelství 2-38. dp"
"BKDIGZCUWP";"3-PB-MSR32"
"BKFHHKGLVW";"B-1-34th Armored"
"BKIPUPZFBZ";"1-PB-MSR3"
"BKJETNRTGP";"B-62A"
"BKJMPIQXKS";"III,/31-y Gv. IAP"
"BKQVGBDJET";"K-3-66th Armored"
"BKRENMRPLE";"O-4-14th Field Art."
"BKRHLFQWPY";"SK-344. Panzer"
"BKSCVTMJPM";"C-5-18th Mechanized"
"BKVGYVMCKD";"SK-116. Jäger"
"BKXYNNOZPN";"11 bcz"
"BKYKOEVDLG";"3-114. Panzer"
"BKZGEBRFFP";"8-3-MSR24"
"BLAHMODAHE";"Reco-8de Lansiers"
"BLBIYVPJVZ";"B-1-391st Field Art."
"BLCAVBIXCZ";"1-Res.MSB 43"
"BLHANESVXT";"2-262. Fallschirm."
"BLIFBXPMKL";"2-2-200y GvMSP"
"BLKBEKDBZG";"SK-1-PR20"
"BLMNWPZXBG";"SK-VKK 251"
"BLMZOBCXFG";"3-MSB-211GvTB"
"BLNNVBECDW";"3-234-y MVD"
"BLNZUMEKMY";"9-3-37 pa"
"BLOQWLVELR";"A-15/19th KRH"
"BLOUBDBSNF";"C-1-44th ADA"
"BLPQRVWTIN";"1-741. Feldjäger"
"BLPZOFDWKR";"4-303. Pz.Gren."
"BLSFGAPBPO";"3-1-6 Baa"
"BLTLWJLMBD";"22-8-34-ya Art. Brig."
"BLTTEUQJOE";"2-677-y (SAM Bat.)"
"BLUHBKYWNE";"3. Ersatz-Kie"
"BMAIEJPMKT";"2-PJA10"
"BMCORUOXPN";"4-11e RA"
"BMEEVVKIRL";"G-2-229th Helo."
"BMEWFJOAIQ";"3-MSB-67y GvTP"
"BMFGZWXDPF";"1-3-7 Bah"
"BMGTVNCYOJ";"3-TkBat-295y GvMSP"
"BMKVOJISGU";"2-4433. Sicherungs"
"BMLBUUYXSE";"H-2-1st Field Art."
"BMQWVBUTFX";"2-286-ya Art. Brigada"
"BMSOEBVCMM";"9-3-693y Art."
"BMVWJQBQJF";"1-71. Artillerie"
"BMYUZFGYTN";"9 Squadron"
"BNBMSDOURH";"2-22. Rak.Art."
"BNCLZGDSEK";"9 bateria"
"BNCNCFYBNT";"A-31ste Smaldeel"
"BNDMLZPQZW";"2-820-VKK 314"
"BNGAFHBDJY";"T-5-8th Mechanized"
"BNGQXDHNDU";"3-1-275y GvMSP"
"BNIBPPCNLK";"3-82. Pz.Gren."
"BNJDOGWRSN";"DB-83 pz"
"BNJVCZUDAU";"PzPionier-Kie 220"
"BNKBJQEBTQ";"7-3-MSR33"
"BNLJMPNSOG";"4-216-y Otd. Zen. Rak. Bat."
"BNOBXLRZIC";"Kom.-3-70-y Gv. Tank. Polk"
"BNPPJMHDSF";"3332-VKK 333"
"BNPXLINIJD";"HQ-3-5th Mechanized"
"BNZUBWSQYZ";"7-3-AB40"
"BOCRDXPBWJ";"1-491-y PT"
"BODWPORRIQ";"HQ-10th Engineers"
"BOEZMYJIEK";"Velitelství 3-14. tp"
