"TOKEN";"REFTEXT"
"DLC_USE";"You are about to use a setting or option from downloadable content or expansion. All players who don't own this content will be kicked.

Do you want to continue?"
"DLS_DIVIS";"DIVISION"
"DLS_DNAME";"BATTLEGROUP NAME"
"DS_SELECT";"SELECT"
"EG_BASEXP";"Total Base XP"
"EG_CONQUES";"Conquest bonus"
"EG_ELAPSED";"Elapsed time:"
"EG_GAMEM";"Game modifier"
"EG_KILLS";"Kills"
"EG_KILLSB";"Kills bonus"
"EG_LOSSES";"Losses"
"EG_LOSSESB";"Losses bonus"
"EG_Level";"LEVEL: %1"
"EG_MHIST";"CHRONOLOGY"
"EG_MKILLS";"KILLS"
"EG_MLOSSES";"LOSSES"
"EG_MODIF";"Modifiers"
"EG_MPLAY";"Players"
"EG_SBTE";"%1"
"EG_SBTS";"%1 %2"
"EG_SBTT";"Score By Team"
"EG_TFSCon";"Resulting in:"
"EG_TIME";"TIME"
"EG_TOTGXP";"Total Game XP"
"EG_TOTXP";"TOTAL XP"
"EG_UPCDT";"Time spent"
"EG_UPCDX";"Operation XP"
"EG_UPCVN";"Operation succeeded"
"EG_UPDPRC";"Profile Update (common)"
"EG_UPDPRS";"Profile Update (%1)"
"EG_UPRA";"Order per minutes"
"EG_UPRB";"Best hero (most kills)"
"EG_UPRC";"Kill contribution"
"EG_UPRR";"Kill ratio"
"EG_UPRU";"Most deployed units"
"EG_UPSDG";"Total Skirmish games"
"EG_UPSDT";"Time spend"
"EG_UPSDX";"Skirmish XP"
"EG_UPSVA";"Victories against %1 level AI"
"EG_UPSVN";"Victories"
"EG_UPSVR";"Victory ratio (%1)"
"EG_UPSVW";"Games with %1"
"EG_VALUE";"Value"
"EG_VICTLVL";"Victory level"
"EG_WINSTRK";"Win streak"
"EG_WINS_BO";"(affects following bonuses)"
"EG_score";"(Final score: %1 vs %2)"
"EG_xpd";"EXPERIENCE ACQUIRED"
"ENDBKL";"Kills & Losses"
"ENDBOV";"Score"
"ENDBPR";"Profile"
"ENDBXP";"Experience"
"ETG_log";"Forgot your login?
 Enter your email below and click on the button to have the system send it to you."
"ETG_pas";"Forgot your password?
Enter your email address and click on the button below.
 A retrieval code will be sent to email."
"FLTDK_ALLY";"NATO"
"FLTDK_AXE";"Warsaw Pact"
"FR_ACCEPT";"ACCEPT"
"FR_DECLIN";"DECLINE"
"FR_JOIN";"JOIN"
"FR_REMOVE";"REMOVE"
"GRL_ALRB";"This map is far too small for the number of players involved.
This configuration is absolutely not advised."
"GRL_ALRT";"Alert:"
"GRL_DLCB";"This map is part of a DLC."
"GRL_DLCT";"DLC"
"GRL_OBST";"This game allows any player to spectate it by clicking the Spectate button."
"GRL_WARB";"This map is too small for the number of players involved.
The game experience will not be optimal."
"GRL_WART";"Warning:"
"GS_ACCESS";"Accessibility"
"GS_ACCESSB";"This setting allows you to modify the lobby's privacy rules."
"GS_ACCESSE";"PUBLIC means your game will be visible by any player. PRIVATE means your game is only accessible by your friends and invited players."
"GS_BATTLEB";"This setting allows you to select a map from the list of available ones."
"GS_BATTLEF";"Battlefield"
"GS_CMBRLDB";"This setting allows you to modify the combat rules.

CONQUEST mode favors territory control. Each Command Zone provides Conquest Points per second. The first side to reach the Conquest Point objective wins the game.

DESTRUCTION mode favors the destruction of units. Destroying enemy units earns Destruction Points according to their cost. The first side to reach its Destruction Point objective wins the game."
"GS_CMBRLDE";"Combat Rules"
"GS_INCOMRA";"Income rate factor"
"GS_INCOMRB";"This parameter allows you to modify the income rate and thus the game's overall economy."
"GS_LIGHTEV";"Ambience"
"GS_LOSSDB";"This parameter allows you to choose the number of points needed for victory (per player in each team)."
"GS_LOSSDE";"Loss threshold"
"GS_LOSSEE";"For instance, if you choose 2,000 points and a 4v4 players match, your team will need 8,000 points to achieve victory."
"GS_OPPOSI";"Opposition"
"GS_OPPOSIB";"Select the type of opposition:
- NATO vs PACT
- NATO vs NATO
- PACT vs PACT"
"GS_SCORLIB";"This setting defines the score limit of the game."
"GS_SCORLIM";"SCORE LIMIT"
"GS_SPUBLI";"SET PUBLIC"
"GS_STARTRB";"This setting allows you to modify the amount of starting resources available during the deployment phase."
"GS_STARTRE";"Starting resources"
"GS_TIMELIB";"This setting defines the time limit of the game."
"GS_TIMELIM";"Time limit"
"GS_UPKEEP";"Command & Control"
"GS_UPKEEPB";"This setting allows you to limit the amount of units to be fielded simultaneously.
The higher the value you set, the more the income will be restricted with each new unit called in, thus intensifying the tactical aspect of the game.
The smaller the value, the less the income will be impacted. At 0%, reinforcement have no impact on income at all.
This prevents winning players from accumulating forces too quickly."
"GS_UPKEEPE";"Each unit deployed on the field lowers you command and control capacity. This reduces your income by a percentage corresponding to the cost of the reinforcements.
Note: LOG units are maintenance-free, while AIR units are only half the price."
"Gametype";"Game type"
"HAP_Badge";"ID BADGE"
"HAP_Level";"Level %1"
"HAP_Merit";"OFFICER RECORDS"
"HAP_name";"OFFICER NAME"
"HINT_EX_SP";"------------------------------------------------"
"HOST_IND";"[Host]"
"H_CLOSES";"Close slot"
"H_KICKP";"Kick player"
"HintTL";"The game ends when the timer finishes. The game will end beforehand if one of the teams reaches the winning score."
"LBY_HIDE";"HIDE"
"LBY_SHOW";"SHOW"
"LDB_FRNDS";"ADD TO FRIENDS"
"LDB_GRADE";"GRADE"
"LDB_NAME";"NAME"
"LDB_NBPLYR";"Number of players: %1"
"LDB_PFL";"VIEW PROFILE"
"LDB_RANK";"Rank"
"LOBBYWARN";"Special rule:"
"LOBPLAYCO";"%1 / %2"
"LOGIN_CON";"CONNECTING"
"LOGIN_WAI";"Please wait..."
"LP_Intro";"Your EugNet account allows you to play online
 and access social features, such as a friend list and online chat in Eugen Systems' games.

 If you don't have a EugNet account, click on CREATE"
"LS_Active";"ACTIVE"
"LS_DETAILS";"DETAILS"
"LS_Dur";"DURATION"
"LS_Name";"NAME"
"LS_Players";"PLAYERS"
"LS_Rating";"RATING"
"LS_Result";"RESULT"
"LS_Size";"SIZE"
"LS_Types";"TYPE(S)"
"LVLNOW";"#bleuvariable{%1}"
"MP_RANKED";"RANKED GAME"
"MSSCBTRUL";"Rule"
"MSSCBTRULh";"Indicates which rule is used by the scenario."
"MSSDENSIT";"Density"
"MSSDENSITh";"Indicates the density of defensive elements such as forests, cities,or buildings present on the battlefield."
"MSSLISSCEN";"Scenario list"
"MSSMAPSIZ";"Size"
"MSSMAPSIZF";"Map size"
"MSSMAPSIZh";"Specifies the size of the playable area in which the scenario takes place."
"MSSNAME";"Map name"
"MSSNBPLAY";"Players"
"MSSNBPLAYF";"Number of players"
"MSSNBPLAYh";"Specifies the number of players recommended for this scenario."
"MSSRANKED";"Ranked"
"MSSRANKEDF";"Ranked map"
"MSSRANKEDh";"Indicates if the scenario is competitive. If so, the scenario can be randomly chosen during a Ranked multiplayer match."
"MSSRIVERS";"Rivers"
"MSSRIVERSh";"Indicates if the scenario requires crossing a river to reach the enemy forces."
"M_CoAutSet";"Welcome to WARNO.

We will automatically optimize your graphic options for your computer. Your screen might flicker for a few seconds."
"M_LOADING";"Loading..."
"M_SAVING";"Saving..."
"NATO";"NATO"
"NBPLYRMAX";"/%1"
"NEXTLEVEL";"NEXT LEVEL: #bleuvariable{%1}"
"NRDY_SLOT";"Not Ready"
"NV_BACK";"BACK"
"NV_CREATE";"CREATE"
"NV_LEAVE";"LEAVE"
"NV_SELECT";"SELECT"
"OC_BL";"PLAYER MUTED [%1]"
"OC_BLCHAN";"CHANNEL MUTED [%1]"
"OC_CNTCTS";"RECENT CONTACTS [%1]"
"OC_FRIENDS";"FRIENDS ONLINE [%1]"
"OC_GLOBAL";"GLOBAL CHANNELS"
"OC_HADD";"Send a friend request to selected users in your recent contacts."
"OC_HCLR";"Clear the chat history."
"OC_HTADD";"ADD FRIEND"
"OC_HTBL";"MUTE"
"OC_HTCLR";"CLEAR SCREEN"
"OC_HTTBL";"Add (or remove) current lobby or selected player from your mute list. All incoming messages from that contact will be filtered out."
"OC_chan";"CHANGE CHANNEL"
"ODL_COPYBB";"Click to create a duplicate of one of your Battlegroups."
"ODL_COPYBT";"COPY A BATTLEGROUP"
"ODL_CREABB";"Click to create a new Battlegroup from scratch."
"ODL_CREABT";"CREATE A BATTLEGROUP"
"ODL_DckCod";"BG Code"
"ODL_EDITBB";"Click to open and modify one of your existing Battlegroups."
"ODL_EDITBT";"EDIT A BATTLEGROUP"
"ODL_EXPOBB";"Click to generate a special code to share one of your Battlegroups."
"ODL_EXPOBE";"You can share your Battlegroup with your friends or the community using this string of code. They can import the Battlegroup to their own list using this code."
"ODL_EXPOBT";"EXPORT A BATTLEGROUP"
"ODL_IMPOBB";"Click to add an external Battlegroup to your list using a special code."
"ODL_IMPOBE";"To import a Battlegroup, paste the string of code in the field and then name it."
"ODL_IMPOBT";"IMPORT A BATTLEGROUP"
"ODL_RENABB";"Click to rename a Battlegroup."
"ODL_RENABT";"RENAME A BATTLEGROUP"
"ODL_RMVBB";"Click to permanently remove a Battlegroup from your list."
"ODL_RMVBT";"DELETE A BATTLEGROUP"
"ODL_SELEBB";"Click to select the Battlegroup."
"ODL_SELEBT";"SELECT A BATTLEGROUP"
"ODO_ATFILB";"Click to automatically fill this Battlegroup with units."
"ODO_ATFILE";"This is an efficient way to create your first Battlegroup. You can also use this option to create a Battlegroup quickly, and then tweak unit composition manually. "
"ODO_ATFILT";"AUTOFILL BATTLEGROUP"
"ODO_DSORTB";"Click to sort the units of the Battlegroup by cost."
"ODO_DSORTT";"SORT BATTLEGROUP"
"OES_CNTINB";"Go back to your game."
"OES_CNTINT";"CONTINUE"
"OES_EXITB";"Exit this game. Any unsaved progress will be lost."
"OES_EXITT";"EXIT"
"OES_GUIDB";"Show the Manual for current game mode."
"OES_GUIDT";"Manual"
"OES_LOADB";"Load a previously saved game. It will end your current game."
"OES_LOADT";"LOAD GAME"
"OES_OPTNSB";"Go to the Options screen. This won't end your current game."
"OES_OPTNST";"OPTIONS"
"OES_RSTRTB";"Retry the mission from the beginning."
"OES_RSTRTT";"RESTART"
"OES_SAVEB";"Save this game. It won't end your current game."
"OES_SAVET";"SAVE GAME"
"OLB_ADDFDB";"Click to send a friend request to the selected player."
"OLB_ADDFDT";"ADD FRIEND"
"OLB_CNTRY";"NATION"
"OLB_INVICB";"Click to show an invite code that you can share with friends"
"OLB_LEAVEB";"Click to return to the previous screen."
"OLB_LEAVET";"LEAVE LOBBY"
"OLB_SWTCHB";"Click to switch from one team to another."
"OLB_SWTCHE";"You can also switch AI from one team to another."
"OLB_SWTCHT";"SWITCH TEAM"
"OPEN_SLOT";"Open"
"OP_GM_N";"Difficulty:"
"OP_NAME";"OPERATIONS"
"OP_PARAMS";"GAME PARAMETERS"
"OP_TITLE";"NAME"
"PACT";"PACT"
"PLUSFORMAT";"+ %1"
"QCK_PLAYN";"%1"
"QCK_Sep";"/"
"QCK_Tlt";"LIST OF QUICK SERVERS"
"QCK_type";"SERVER TYPE"
"RANKG_ELAP";"Elapsed time:"
"RANKG_SEAR";"Searching Ranked Game"
"READY_SLOT";"Ready"
