"TOKEN";"REFTEXT"
"b79ac7ee0a000000";"show filters"
"81342d25b3000000";"AI is entirely defensive and its units have two less Veterancy level"
"82342d25b3000000";"AI favors defense and its units have one less Veterancy level"
"83342d25b3000000";"AI balances attack and defense"
"84342d25b3000000";"AI favors attack"
"85342d25b3000000";"AI greatly favors attack, has 50% more income and units and 25% lower upkeep cost"
"86342d25b3000000";"AI greatly favors attack, has 100% more income and units and 50% lower upkeep cost"
"41392d25b3000000";"Very Easy"
"42392d25b3000000";"Easy"
"43392d25b3000000";"Medium"
"44392d25b3000000";"Hard"
"45392d25b3000000";"Very Hard"
"46392d25b3000000";"Hardest"
"41794525b3000000";"Easy"
"42794525b3000000";"Medium"
"43794525b3000000";"Hard"
"deb48425b3000000";"Waiting..."
"96e7958fb3000000";"QUIT BATTLEGROUP EDITION"
"63b73ce5b4000000";"AI Easy"
"0eb748e5b4000000";"AI Hard"
"dcb44c1eb6000000";"AA"
"cec36517b7000000";"Armored"
"0be79517b7000000";"Trait"
"cb139617b7000000";"Weapon"
"b9ab6f30be000000";"Do you really want to leave the game and go back to the main menu?"
"8f537a8bd4000000";"Steel Division (DE)"
"1c547a8bd4000000";"Steel Division (FR)"
"ec4c5ba5d5000000";"Long"
"72aa5ea5d5000000";"Medium"
"8e9595dad5000000";"Game restart..."
"59f338a5d6000000";"Disconnected"
"8fb77025e3000000";"RATING"
"02176a65e3000000";"A"
"03176a65e3000000";"B"
"04176a65e3000000";"C"
"4f873dd0e3000000";"DEF"
"daf2948de5000000";"Early Access Pack"
"d1e2958de5000000";"#contentDLC"
"1b963565f4000000";"Conquest"
"e1c23965f4000000";"DRAW"
"0cd37065f4000000";"Could be better"
"51a77d65f4000000";": %1 (+%2)"
"5ca77d65f4000000";": %1 %% (%2)"
"5da77d65f4000000";": %1 / %2 (+%3)"
"5ea77d65f4000000";": %1h %2m (+ %3m %4s)"
"60a77d65f4000000";": %1 (%2 times)"
"b1d9a265f4000000";"challenge"
"bc79a765f4000000";"IT'S A DRAW!"
"384ec765f4000000";"YOUR TEAM HAS LOST!"
"b70be365f4000000";"skirmish"
"744ce365f4000000";"solo"
"b98996b10b010000";"Filter by Category"
"bb9b96b10b010000";"Filter by Division"
"323d97b10b010000";"Filter by Name"
"8e9595d712010000";"Loading game..."
"d76581d615010000";"%1 - %2"
"196681d615010000";"Any"
"90d7941617010000";"Rule: Conquest"
"0f96951617010000";"1 vs 1 games"
"d8c7951617010000";"Running games"
"59e8951617010000";"2 vs 2 games"
"90d7945c23010000";"The team that controls the largest zone scores points.
The first team to reach the score limit wins.
The amount of Command Points earned every minute is fixed and not related to the controlled zone.
Destruction points are not taken into account."
"4210e4b32b010000";"Layer your anti-air defenses. Each anti-aircraft unit is optimized for a different range. A balanced mix of air defense systems will be key in controlling a battlefield's airspace."
"4310e4b32b010000";"Position your units well when attacking. Main battle tanks spearhead the assault. Following closely behind are lighter units, such as IFVs with infantry and other support units."
"4410e4b32b010000";"Plan your airstrikes. Send SEAD planes first to disrupt anti-aircraft defenses. Follow up with fighter-bombers and bombers. Keep fighters ready to counter enemy interceptors."
"4510e4b32b010000";"Reverse when falling back. Using the Reverse (G) order keeps a vehicle's front facing the enemy, exposing only the most heavily armored part."
"4610e4b32b010000";"Move your infantry carefully. Infantry squads are less accurate when advancing. Keep this in mind while attacking enemy positions."
"4710e4b32b010000";"Deploy your units on roads. The Move Fast (F) order lets vehicles travel as quickly as possible to their destination using the road network."
"4810e4b32b010000";"Use armed transports to support your infantry attacks. These vehicles, from APCs to IFVs, can provide suppressive fire for your assaulting soldiers."
"4910e4b32b010000";"Pay close attention to enemy fire. An enemy position can be spotted by keeping an eye out for missile smoke or tracers. Artillery is a great counter."
"4a10e4b32b010000";"Deactivate your radar. Disable an air defense system's radar in the unit's Info Panel when an enemy SEAD is spotted. Anti-radiation missiles home in on active radar."
"8110e4b32b010000";"Switch off weapons when needed. A unit's weapon can be deactivated and reactivated by clicking on it in the unit's Info Panel."
"8210e4b32b010000";"Use height to your advantage. Hills and tall buildings offer better line of sight. Larger buildings also offer more protection compared to normal buildings."
"8310e4b32b010000";"Assault with the right weapons. Explosives, flamethrowers, and thermobaric weapons are limited in range but very effective in close combat."
"8410e4b32b010000";"Use Active Pause. In single-player, you can give orders to your units while using Active Pause. You can also change the game speed to suit your playstyle."
"8510e4b32b010000";"Use the Line of Sight tool. Check what your units can see with Line of Sight (C). Very useful when planning an attack or to spot potential ambush sites on the map."
"8610e4b32b010000";"Manage your units with Smart Orders. The AI will control your troops with customizable behavior. Smart Orders are a great way to reduce your micromanagement."
"8710e4b32b010000";"Take advantage of shared vision. Recon units spot enemy targets. Tanks and artillery with limited visibility use this intel to engage targets they can otherwise not see."
"8810e4b32b010000";"Lock the camera to a moving unit. Use the scroll wheel while hovering over a unit's label to lock the camera."
"8910e4b32b010000";"Watch replays. These are a great way to improve your skills. Recordings of past battles show all moves and unit deployments. Replays can be found under Saves in the Solo menu."
"8a10e4b32b010000";"Relocate artillery often. Move artillery between salvos. This is a key tactic to avoid destruction through counter-battery fire."
"c110e4b32b010000";"Watch your Command Points. This is your income and lets you deploy units. Some more expensive units might require you to save up Command Points."
"c210e4b32b010000";"Deploy smoke. Smoke screens are an important way to mask units. They can be used to cover an attack or retreat across open terrain."
"c310e4b32b010000";"Use combined arms. Individual units are vulnerable. Combined arms, with mutual support between ground units, artillery, helicopters, and aircraft, is key to victory."
"c410e4b32b010000";"Keep the initiative. Don't sit on a captured Command Zone. Keep scouting the surrounding terrain and establish a defense in depth."
"c510e4b32b010000";"Deploy anti-aircraft units. Always keep one or multiple air defense systems near friendly forces. You never know when enemy helicopters or aircraft might strike."
"c610e4b32b010000";"Flank the enemy. This kind of attack can be especially devastating to those caught unaware.  Deploy recon units to scout potential routes or to warn against enemy attempts."
"c710e4b32b010000";"Deploy supply units. These are critical in keeping your forces in the fight. Supply units can restore damaged units, including infantry, and resupply units out of ammo and fuel."
"c810e4b32b010000";"Deploy defensive smoke. Armored vehicles, such as tanks and IFVs, can deploy defensive smoke (B) in an emergency. This breaks line of sight, especially useful against ATGM attacks."
"c910e4b32b010000";"Take care of your most expensive units. They might be powerful, but used without the proper support, are very vulnerable."
"ca10e4b32b010000";"Use Command units. They increase the Veterancy of nearby forces by one level, boosting their efficiency in combat. Command units can also capture Command Zones."
"0111e4b32b010000";"Change altitude for helicopters. You can order helicopters to reduce altitude when in flight. This might conceal them from enemy anti-aircraft units or exploit the terrain."
"0211e4b32b010000";"Organize your advance during deployment. Place your units according to a plan and issue orders. They will execute orders automatically when the battle starts."
"0311e4b32b010000";"Recon corrects artillery fire. Artillery can benefit from a recon unit's ""corrected fire"" area of effect. Artillery will be more accurate on a target within this range."
"0411e4b32b010000";"Stop a unit in need of resupply. A unit must be stationary and not engaged in combat. Only then it can be repaired or resupplied by a nearby supply unit."
"0511e4b32b010000";"Capture unarmed units. A unit can capture an unarmed unit or structure if no other combat units are nearby. This applies to transports, supply units, and Forward Operating Bases."
"0611e4b32b010000";"Sides are automatically balanced. If one team has fewer players than the opposing team, its income and deck size will be increased to compensate."
"0711e4b32b010000";"Speed up your deployment. When creating a deck, create Combat Groups. These groupings of units will save time during the Deployment Phase of the battle."
"0811e4b32b010000";"Anticipate the enemy. If you know when and where an enemy might attack, spoil their plan by launching a pre-emptive artillery bombardment."
"0911e4b32b010000";"Communication is key. When playing multiplayer, talk to your team. Use beacons on the map to signal specific requests. Be ready to support team members in need."
"0a11e4b32b010000";"Keep your guard up. If a position seems easy to defend, the enemy will likely favor an attack elsewhere."
"4111e4b32b010000";"Establish a reserve force. Keeping units in reserve behind the front lets you respond to enemy actions with flexibility. You can also easily rotate damaged units."
"4211e4b32b010000";"Be aware of a unit's strength. A unit will not engage if it is not powerful enough to damage the enemy target."
"4311e4b32b010000";"Take a unit's speed into account. Some units are faster than others. When moving a group of units, ensure all arrive at the same time."
"4411e4b32b010000";"Define your Rules of Engagements. These are behaviors that will set the way your units act and react on the battlefield. Take time to set these up."
"4511e4b32b010000";"Know when to unload. Make sure to unload infantry before your transports are exposed to enemy fire. Plan movement using Unload at Position (Y). In an emergency, hit Unload (U)."
"4611e4b32b010000";"Know your range. A unit might carry different weapons, each with a different range. These can be checked in the Line of Sight tool (C) while the unit is selected."
"4711e4b32b010000";"Spread out. Space out your units on the front line. Don’t let them bunch up. This will minimize casualties in the case of airstrikes or artillery fire."
"4811e4b32b010000";"Know when to fire. Units are not only spotted by sight, but also sound. A unit opening fire will be noticed very quick. Holding fire is an effective tactic to remain hidden."
"4911e4b32b010000";"Switch between units. If several units are selected, switch between them (TAB). This lets you give each unit a different order while maintaining the selection."
"4a11e4b32b010000";"Cancel orders. You can cancel (E) an order given to a unit at any time."
"8111e4b32b010000";"Queue orders. By holding (SHIFT) key, you can queue orders. Units will follow them sequentially. This is great when planning complex maneuvers or artillery fire."
"fe6deab349010000";"January"
"9d2a9b9863010000";"%1 (SOLO)"
"a02a9b9863010000";"%1 (MULTI)"
"b3c9944c66010000";"You have been banned from this server."
"4e76954c66010000";"You don't own mods needed for this game."
"4e76594e79010000";"You're missing mods to launch this game. Do you want to download them?"
"9ab6945886010000";"…"
"57c6416593010000";"From"
"d894516593010000";"Now talking in %1 chat"
"96f5786593010000";"You are now talking to %1"
"41392da596010000";"ROOKIE"
"42392da596010000";"TRAINED"
"43392da596010000";"ELITE"
"b77ad2399a010000";"October"
"5116959ea5010000";"GOG"
"9da79552c5010000";"%1-%2 points"
"4be5940ec6010000";"Random NATO Battlegroup"
"62e5940ec6010000";"Random PACT Battlegroup"
"96b594d6d3010000";"Select All"
"b9f7799cd7010000";"Army General Tutorials"
"bdf7799cd7010000";"This is your first Army General campaign. Before going into battle, we suggest playing the tutorials to familiarize yourself with the basics."
"3c2dcd7ae4010000";"Howitzer (Medium)"
"de973dd7e4010000";"The server hasn't responded in time."
"a9dcacf3e4010000";"Commander"
"776aadf3e4010000";"Leader"
"b799dff4e5010000";"Mortar Team"
"d145e7f4e5010000";"Motorcycle"
"f9bd945ae7010000";"SP Artillery"
"b75abb73e7010000";"Sniper Team"
"7e5cd77ae7010000";"Supply Truck"
"4e76594ee9010000";"Download missing mods"
"5cc6714fe9010000";"ERROR"
"cdc37150e9010000";"Received request"
"ded33d5ce9010000";"RESET"
"9db7785de9010000";"STATS"
"d6b440cd02020000";"Unable to connect as a problem with your computer blocks the VAC system. Please ensure that you do not use any program that can interfere with VAC and check that Steam is installed correctly."
"02f375ce04020000";"1989
The world looks ahead to a brighter future..."
"03f375ce04020000";"…but history could have easily taken a different course."
"04f375ce04020000";"1985
Mikhail Gorbachev becomes the new General Secretary of the Communist Party of the Soviet Union."
"05f375ce04020000";"His attempts at revitalizing an ailing USSR bring him into direct conflict with hard-line party members and the military."
"06f375ce04020000";"It doesn’t take much to envision a Cold War turned decisively hot."
"07f375ce04020000";"1987
A surprise coup removes Gorbachev and his allies, squashing any prospect of change in the USSR."
"08f375ce04020000";"An old guard Troika, representing the Party, KGB, and military, takes over."
"09f375ce04020000";"The Stalinist-inspired leadership wants to reclaim USSR’s former glory. Its power is militarily enforced, its dictate absolute."
"0af375ce04020000";"Budding unrest in Armenia and the Baltic countries is crushed without remorse."
"b83a96b109020000";"Yes"
"665dc2a89a020000";"UNIT PACK LIST"
"39eec6654d030000";"OPERATIONS LIST"
"9ef878e5e32c0000";"You will lose pending changes of your Battlegroup. Do you want to quit?"
"41294d4b192d0000";"- Strategic mode: some AI reinforcements may appear later or not at all
- Tactical mode: AI units have one less Veterancy level"
"42294d4b192d0000";"- Strategic mode: AI reinforcements arrive at the same time as for a human player
- Tactical mode: AI has no bonuses or penalties"
"43294d4b192d0000";"- Strategic mode: some AI reinforcements may appear earlier and be more powerful
- Tactical mode: AI has 80% more income and its units have one more Veterancy level"
"0fc6650c372d0000";"Airborne Infantry"
"d6c46417372d0000";"Airmobile Infantry"
"63b73c60392d0000";"AI Very Easy"
"0eb74860392d0000";"AI Very Hard"
"58966125732d0000";"Noon"
"96b594d0c52d0000";"ALL"
"cdc371d9c52d0000";"Cavalry"
"ce2775e5c52d0000";"Show HUD"
"386e6a258c2f0000";"Please enter password"
"def46d25e6310000";"Quit"
"d88e79d19c330000";"NATO vs NATO"
"da8e79d19c330000";"NATO vs PACT"
"daae79d19c330000";"PACT vs PACT"
"8fe54dde05350000";"Cloud storage almost full"
"d8c294de22350000";"%1 has been banned."
"f94db75d69350000";"Short"
"ec4c5b6069350000";"Very long"
"59c3710f96350000";"%1
(code %2)"
"6166951b96350000";"x0,75"
"ce73951b96350000";"x1"
"d6022e1838390000";"Naval Infantry"
"c2f5606563390000";"Nemesis #1: Air Assault"
"c3f5606563390000";"Nemesis #2: Plateau d'Albion"
"c4f5606563390000";"Nemesis #3: Home Front"
"c5f5606563390000";"Nemesis #4: Capital Defence"
"c6f5606563390000";"Nemesis #5: Southern Flank"
"c7f5606563390000";"Nemesis #6: The Magdeburg Counterstrike"
"d1e2616563390000";"NORTHAG"
"d1e2756563390000";"SOUTHAG"
"b77aca2aaa3a0000";"December"
"9ef55d65173d0000";"Multiplayer"
"15b67065173d0000";"Ranked"
"dc547565173d0000";"Skirmish"
"ce75654d193d0000";"Command"
"5e96495d193d0000";"SHOOTER"
"02d7695f193d0000";"%1 : 1"
"1ad7695f193d0000";": %1 (%2)"
"69de695f193d0000";": %1"
"168abb69193d0000";"Because you have been disconnected"
"218abb69193d0000";"Because the opposing team has been disconnected"
"6e1eeb72193d0000";"multi"
"9667a178193d0000";"Because your score is lower than the opposing team (time limit reached)"
"9617a278193d0000";"Because your score is higher than the opposing team (time limit reached)"
"d67deb78193d0000";"Because you surrendered"
"e17deb78193d0000";"Because the opposing team has surrendered"
"16076625c73d0000";"Error while processing your request. If you have disable the platform overlay, please enable it, restart the game and try again."
"fe6deaf7a9420000";"February"
"b86fd665ec420000";"Filter by Nation"
"6a4cdf65ec420000";"Filter by Role"
"e27259a075450000";"≤%1"
"d87459a075450000";"≥%1"
"cfb544a597450000";"You already own that game."
"9ae72da5c5450000";"BREAKTHROUGH"
"cbc331a5c5450000";"Mode: Breakthrough"
"1b9635a5c5450000";"Mode: Conquest"
"0ce435a5c5450000";""
"0fe435a5c5450000";""
"1ee435a5c5450000";"CONQUEST"
"dc9741a5c5450000";"4 vs 4 games"
"0f975da5c5450000";"5 vs 5 and more games"
"5db768a5c5450000";"Password-protected games"
"5ef73825d7480000";"Each unit destroyed earns you as many points as its deployment cost.

The first team to reach the score limit, or a higher score, at the end of the time, wins.

A team will also immediately win if it controls 90% of the map."
"cbc331e515490000";""
"5eb735e515490000";"The team that controls the largest zone scores points.
The first team to reach the score limit wins.
The amount of Command Points earned every minute is fixed and not related to the controlled zone.
Destruction points are not taken into account."
"d1c3610b844d0000";"Territorial"
"23e7610b844d0000";"INF"
"1df78025884d0000";"Version number differs from server. Your game is not up to date."
"ced37de5f8540000";"CD Key already in use."
"9d073925e3580000";"DEFEATS"
"d1a2ca26e6580000";"%1 (ARMY GENERAL)"
"34aa3a2593590000";"Disconnected from game room"
"71ac432593590000";"Session full."
"30ea562593590000";"Kicked by the host."
"cde4755394590000";"LOG"
"1196596594590000";"Login too long (%1 characters maximum)."
"ced37d6594590000";"Login already used."
"cfb5601196590000";"%1..."
"b1b9cf53d9590000";"INVALID"
"1ef674d6b45c0000";"E-mail sent."
"18b78425d75c0000";"Do you really want to cancel? This will count as a Defeat."
"e4842d52f35c0000";"Mechanized Infantry"
"5d066193935d0000";"- Mod(s) activated:"
"0e397199975d0000";"Motorized Infantry"
"103679d8975d0000";"Mountain Infantry"
"90a72d4dd75d0000";"Conquest"
"9cd73d4ed75d0000";"Destruction"
"51664d9ef55d0000";"You were signed out of the server because another person signed in using your account."
"980565a5f7600000";"Disconnected"
"988565a5f7600000";"Online"
"d6b4808b97610000";"Multiplayer not available in this mode."
"b77acaea4e630000";"November"
"cee37d57d9640000";"%1 has been muted"
"2363555cd9640000";"RANKED LOBBY"
"41294d4ba9650000";"- Starting Command Points and income are lower for AI and higher for player 
- Objective values are easier to achieve
- Some fixed AI units may be removed"
"42294d4ba9650000";"- Starting Command Points and income correspond to the intended experience
- Objective values correspond to intended experience"
"43294d4ba9650000";"- Starting Command Points and income are higher for the AI and lower for the player 
- Objective values are harder to achieve
- Some fixed AI units may be greater in number and quality"
"11965965b7680000";"Password too long (%1 characters maximum)."
"cda43da567690000";"Epic"
"2d9a9b6169690000";"Spectating game"
"1e011265d56c0000";"3v3 Tactical"
"99c6654d59710000";"Corporal"
"5c462d5759710000";"Major"
"8e95950fb8740000";"Loading save..."
"52b92ca5b7780000";"Heavy AA/AT Gun"
"3174d3f2bd780000";"Flame Tank"
"6d78d3f2bd780000";"Armored Car"
"5279d3f2bd780000";"Main Battle Tank"
"5679d3f2bd780000";"Light Tank"
"264cd3bfc9780000";"Anti-Tank Team"
"1cf794daf5780000";"Server error. Try again later."
"798c2feb3c790000";"Assault Squad"
"75ad77eb3c790000";"Support Squad"
"b31e95eb3c790000";"Infantry Gun"
"34aadeeb3c790000";"Recon Squad"
"a8cad1397d790000";"Recon Vehicle"
"6aeaa2aede790000";"Remote Explosive"
"55b734cd527a0000";"Identification"
"4f842d52537a0000";""
"d6e3381c547a0000";"DELETE FRIEND?"
"1ef6741c547a0000";"Sent request"
"d105a3fa9d7b0000";"Armed Truck"
"81c07c9d33810000";"The West remains silent. Emboldened, the Troika looks to tighten control over its territories and neighboring states."
"82c07c9d33810000";"Neutral Finland, in an audacious KGB-orchestrated political takeover, is forced to embrace a pro-Soviet government."
"83c07c9d33810000";"The “Helsinki Coup” of 1987 is a watershed moment between West and East. Tensions skyrocket."
"84c07c9d33810000";"An outraged U.S. President Ronald Reagan refuses to stand by idle. He initiates a second phase of the so-called New Cold War."
"85c07c9d33810000";"Covert ops and counterinsurgencies surge across the globe. A flurry of armament deals tighten bonds with new and old allies alike."
"86c07c9d33810000";"Western sanctions and rising military expenditure press the Soviet Union into ever-worsening trade agreements, inflating crippling debts."
"87c07c9d33810000";"With oil reserves running low, food shortages in the USSR turn commonplace. Discontent grows."
"88c07c9d33810000";"Popular demonstrations in Poland and East Germany are violently dispersed. Warsaw Pact’s hold on power slips with each passing day."
"89c07c9d33810000";"1989
NATO plans a larger-than-ever REFORGER exercise for September 1989. A paranoid Troika believes conflict in Western Europe is imminent. They plan to strike first."
"8ac07c9d33810000";"Moscow sees conventional war as the only recourse. Under cover of the massive Zapad-89 exercise in East Germany, the Warsaw Pact prepares in secret."
"c1c07c9d33810000";"Full combat readiness is achieved. Political guile and maskirovka try to deceive an uneasy NATO."
"c2c07c9d33810000";"Late on June 19th, 1989, the sudden withdrawal of Warsaw Pact border guards puts NATO on high alert. The warning order is issued."
"386ed6eb4ca30000";"Confirm Password"
"39eec6e59de30000";"CAMPAIGNS LIST"
"ce53355375390b00";"You have been disconnected from the server."
"d73739cf554e0b00";"AI Medium"
"9e144d58c95c0b00";"Night"
"23f758d6e4710b00";"ART"
"b3cbd25609e30b00";"Please enter login"
"386e6a5809e30b00";"Please enter a new password"
"58e6791f73410d00";"OK"
"1e7335a5b7480d00";"Combat rule has changed to : %1"
"189635a5b7480d00";"%1 is online."
"1b9635a5b7480d00";"Score limit has changed to : %1"
"96f638a5b7480d00";"Deployment mode has changed to : %1"
"4d3739a5b7480d00";"%1 is offline."
"d6b440a5b7480d00";"Failed to send message because %1 is offline."
"4c6645a5b7480d00";"WARNO"
"57834da5b7480d00";"Income rate has changed to : %1"
"d89451a5b7480d00";"%1 has joined."
"553355a5b7480d00";"%1 has been kicked."
"1ef458a5b7480d00";"%1 has left."
"91b65ca5b7480d00";"Map has changed to : %1"
"9cb65ca5b7480d00";"Map has changed to : Random"
"0dc564a5b7480d00";"Score limit has changed to : %1"
"99a665a5b7480d00";"Opposition has changed to : %1"
"dce275a5b7480d00";"Starting resources has changed to : %1 pts"
"cf3579a5b7480d00";"Time limit has changed to : %1"
"5aa57da5b7480d00";"Upkeep has changed to : %1%%"
"ced37de5e3640d00";"Code is already used."
"523449e586650d00";"x1,5"
"0f9661e586650d00";"None"
"616681e586650d00";"x0,5"
"5e167119546a0d00";"Forgot your password?"
"99f72d6556350e00";"AUTO FILL"
"96e77996533a0e00";"Do you really want to delete the selected Battlegroup?"
"d8c238cf843d0e00";"Access denied: you have been banned.
Time remaining: %1 hour(s)
Reason: %2"
"52772dd0883d0e00";"Can't connect using Family Sharing"
"a3a75d0f544e0e00";"At least one mandatory field is empty. Please enter a name and a code string representing the Battlegroup."
"daf2944ed9580e00";"5 extra Divisions, 3 of them representing forces in and around a Cold War-era divided Berlin and 2 additional Divisions."
"94832d56d9580e00";"LANDJUT"
"306ae6f952460f00";"attacker"
"d6f2754b53460f00";"Casualties"
"e9acaeaa53460f00";"defender"
"96e759ce55460f00";"SAVE REPLAY"
"d0fc749057460f00";"Enemy forces"
"909e759057460f00";"Our forces"
"9e79769057460f00";"BATTLE IN %1"
"90a9769057460f00";"- %1 receive %2 Fatigue Points"
"0ccd769057460f00";"- %1 are retreating"
"173d779057460f00";"- %1 stay in place"
"9d654d9557460f00";"Kills in team"
"39aa75da57460f00";": %1 %% (+%2 %%)"
"78ae75da57460f00";": %1 (%2): %3 pts"
"d7e4351358460f00";"VICTIM"
"fdc39b775a460f00";"Because your score is close to the opposing team's score"
"96c79b775a460f00";"Because your score is close to the opposing team's score (time limit reached)"
"563ebb745d460f00";"Because your score is lower than the opposing team"
"613ebb745d460f00";"Because your score is higher than the opposing team"
"d6aa3a285e460f00";"Because you lost too many points"
"e1aa3a285e460f00";"Because your opponent lost too many points"
"d0e39493c7710f00";"Operation failed"
"def2408f53760f00";"DEFEAT"
"8de59495e3591000";"DLC owned"
"d6e3381c54721000";"Remove this player from your friend list?"
"a61bc76619bb1000";"Filter by Alliance"
"b8bbcf53d9691100";"No"
"a78bbb60d9691100";"Yes"
"8ce6794b69711100";""
"8fe6794b69711100";""
"cc86654d69711100";""
"cf86654d69711100";""
"de86654d69711100";"CONQUEST"
"8cd73d4e69711100";""
"8fd73d4e69711100";""
"9cd73d4e69711100";"Rule: Destruction"
"9ed73d4e69711100";"DESTRUCTION"
"a3a75d4f69711100";"Regroup similar Dedicated Servers"
"ccc2795d69711100";""
"cfc2795d69711100";""
"dec2795d69711100";"STRATEGIC"
"cfc3495e69711100";"3 vs 3 games"
"6366698f53721100";"IN DEPLOYMENT"
"579671d854721100";"IN THE ROOM"
"cd64319f56761100";"Public"
"4210784ee9611200";"A non-professional programmer rushes.
A professional programmer knows that the only way to get done quickly
is to take their time and get done in a nice, orderly manner.
(Robert C. Martin)"
"4410784ee9611200";"'Correct and maybe fast' is better than 'fast and maybe correct'"
"4510784ee9611200";"Les optims périment, l'architecture dure"
"4610784ee9611200";"Solving problems you don't have creates more problems you definitely do
(Mike Acton)"
"4710784ee9611200";"Simplicity is a prerequisite for reliability (Edsger Dijkstra)"
"4810784ee9611200";"Programs must be written for people to read,
and only incidentally for machines to execute
(Hal Abelson)"
"4910784ee9611200";"Debugging is twice as hard as writing a program in the first place.
So if you're as clever as you can be when you write it, how will you ever debug it?
(Brian Kernighan)"
"4a10784ee9611200";"The only valid use of a debugger is to analyze deadlocks in post Mortem core dumps.
Interactive debugging is the greatest time waste.
Write automated tests for your debug hypotheses instead.
(Peter Sommerlad)"
"8110784ee9611200";"Your team is full of smart people, but everybody's trying to solve their problem.
So the easy way to 'get it done' has to be the right way to 'get it done'.
(Chris Butcher - Bungie Games)"
"8210784ee9611200";"The way you get the best work out of people
is by giving them the easiest way to give you the best work.
(Tommy Refenes - Super Meat Boy)"
"8310784ee9611200";"Use (signed) int until you have a reason not to.
Don't use unsigned until you are fiddling with bit patterns.
And never make signed an unsigned.
(Bjarne Stroustrup)"
"8410784ee9611200";"You have to think about efficiency not just as speed,
but as an enabler to important things.
One of the things it enables is reliability and stability.
(Bjarne Stroustrup)"
"8510784ee9611200";"A bad system will beat a good person every time (Edwards Deming)."
"8610784ee9611200";"The way you [prevent crashes in C++ programs] is largely by simplification.
The first step is to simplify the code, have less code.
It's not by runtime-testing everything.
(Bjarne Stroustrup)"
"5e6675a5d7651200";"Host"
"4250a64f3ebb1200";"Each time you report an issue, you help your colleagues."
"4350a64f3ebb1200";"A baking is especially longer than usual ?
Talk to the devs about it, They'll find out what is slowing you down."
"4450a64f3ebb1200";"You can underlay a .png image under the map in a few seconds.
Look at it in top-view (Shift+T) to see if it perfectly matches your map elements.
Open File -> Background Image window for more informations."
"4550a64f3ebb1200";"Click on snap mode icon in the footer bar to access more snapping options."
"4650a64f3ebb1200";"You can hot-reload textures with Ctrl+Alt+Shift+F7. Don't forget to generate them before."
"de0595dea7611300";"%1..."
"1df780e502621300";"Version number differs from server"
"d814655609621300";"Invalid Login or Password."
"5e667565d54c1500";"Kick"
"1de73560c9381600";"VICTORIES"
"b16b424dc9641600";"Failed to create game room"
"b16b4254c9641600";"Failed to join game room"
"55e36458c9641600";"No deck found to match this game parameters."
"1cf794d814651600";"Login error."
"1e97495d19651600";"Login too short (%1 characters minimum)."
"d0e3941cf7741600";"Operation failed"
