"TOKEN";"REFTEXT"
"AFDXSWVNOE";"4-4-16e Chasseurs"
"AFEDPSXVLP";"Führung"
"AFIOKKCFEI";"1-1-13e RA"
"AFJZZDUYWS";"Führung"
"AFKPQHDZWW";"3-B-55 Painfbat"
"AFQHLWGLCX";"3-A-47 Painfbat"
"AFQNOWRGDM";"4-A-142 Painfbat"
"AFQOLNZQAA";"1-2-42e Infanterie"
"AFSDTRHFDJ";"Platoon HQ"
"AFSKPDZOJC";"Aufkl.-Gruppe"
"AFUJEFPNZV";"2-128 ADA"
"AFVLWFUDKF";"2. Zug"
"AFXAGTUHDY";"Support Group"
"AFYNPQTLPB";"1-4-2e REP"
"AGBJSKPTVW";"2nd Company"
"AGCOGETEWY";"HQ-A-1RTR"
"AGDASAKLRA";"1-A-VII,/TLI"
"AGHWTUKRPD";"4-3-2e Cuirassiers"
"AGKMHRUYYB";"komp. ppanc"
"AGLELXBYOH";"3-664 Sq. AAC"
"AGNTJNVWUM";"2-3-3e Dragons"
"AGPQRVJLFP";"7-C-I,/RAR"
"AGQVBTFSPQ";"1-C-480th TFS"
"AGWTJIOMJV";"Führung"
"AGXOUSZDWA";"2-ya Rota"
"AGYPGJNXAM";"Provost Patrol"
"AGYYIRNTEV";"HQ-A-GACA I/11"
"AGZHTUPLNA";"Recon-B-I,/KORB"
"AHCBPMYHLT";"1-(2-TerrB)"
"AHCQENDYMG";"1-3-110e Infanterie"
"AHCYYOBNFV";"2-3-88. Geb.Sicherungs"
"AHGTEWHYMJ";"1-A-QOY"
"AHGYXLEWZK";"PCE-2-8e RPIMa"
"AHGZDOVRHH";"3-F-1-4th Cavalry"
"AHLQZPBJRH";"HQ-B-I,/RGJ"
"AHMKUCQGTU";"2. Zug"
"AHSANRBZBR";"Stab-2-88. Geb.Sicherungs"
"AHUHDEHIIT";"Panzer_Gruppe"
"AHVRHBBYNJ";"Sicherungs-Zug 7241"
"AIEKTFHCYM";"HQ-C-Farnesio"
"AIIMCNDONF";"Recon Group"
"AIQXQIORRH";"14-D-I,/Green Howards"
"AIRMUBDZXM";"3-C-Santiago"
"AIVFKRPEBV";"Stab-2-4. Aufk. Bat."
"AIWBDJPKIK";"2-D-Royal Hussars"
"AIWPUWMLQR";"1-A-45 Afdltlua"
"AIZZDDIXWB";"2-H-2-16th Mech. Inf."
"AJAWGETSUK";"3-C-14 Painfbat"
"AJBDEUNMZG";"Weapon Group"
"AJCQBNRQTJ";"Artillerie-Gruppe"
"AJDKQQOTBW";"1-A-43 Painfbat"
"AJGAEQZEUT";"2-5-303. Panzer"
"AJGDAVMMRA";"2-4-8e Chasseurs"
"AJGMNCZEHZ";"3. Zug"
"AJGNXFJGOD";"1-1-1er REC"
"AJIAERRXEI";"1-2-30e Chasseurs"
"AJJFFTKCYG";"3-A-RSDG"
"AJPEHWFDQM";"7 pluton ogniowy"
"AJQMYAPJQG";"Ost-A-132 Infbat"
"AJTWMMECEK";"1 komp. zmech."
"AJVOTKWZTC";"1-4-30e Chasseurs"
"AKDWBZRWDF";"ciest-11 GnBat"
"AKFRQGIEZM";"HQ-C-1-16th Mech. Inf."
"AKIKAGXSEX";"1-42 Air Def. Bty."
"AKIQPXNHMI";"Stab"
"AKKZQBLKDQ";"Logistics Group"
"AKMNVWSZOL";"1-2-1er Spahis"
"AKNPQEVJLV";"1-II-30FightBombRgt"
"AKQMAULATU";"2-C-41 Tkbat"
"AKTOYWLVXH";"Stab-561. Pz.Gren."
"AKTWGIIFRN";"1-A-115 Afdltlua"
"AKVIGDOWPS";"1-F-2-R22R"
"AKWVBCQJSE";"2-C-12 GACA"
"AKXHKFNMEB";"1e Section"
"ALAKIEGFMJ";"Batterie PC"
"ALDSYBEACW";"Führung"
"ALFEMFYJRM";"1st Troop"
"ALGTNYGGJX";"Section PC"
"ALLVTSELMU";"1-1-787-y IAP"
"ALRLZJOXIT";"Führung"
"ALSRGBWGWW";"3-2-126e Infanterie"
"ALSTSYNXYA";"3rd Company"
"ALSWMQPIHQ";"H Squadron"
"ALTFKKJUFD";"1-B-12 GACA"
"ALWWTOEUXS";"HQ-A-3 Field Rgt. RHA"
"ALZMGSMPRX";"3-3-561. Panzer"
"AMBEJODSQD";"2. Batterie"
"AMCJPXSMJQ";"2nd Platoon"
"AMFTRKHXKN";"1-4-111. Panzer"
"AMNCVJWAVB";"Sicherungs-Zug 7314"
"AMVZIQCDNC";"2. Zug"
"ANBDHCKAYK";"1-1-5e Dragons"
"ANDDFIMARF";"2. Zug"
"ANEWABAYPQ";"5EHAC-7e RHC"
"ANGXXLKJXL";"3. Zug"
"ANOKJHDNGH";"1e Section"
"ANTMGMBAJD";"Groupe Mortier"
"ANYGYYUCAJ";"3-1CC-1er Génie"
"ANYSXLQJUU";"1-2-92e Infanterie"
"AOAAWYDDYY";"2-B-Covadonga"
"AODBGZOEWW";"2e Section"
"AOEOXLDEPE";"3-2-6e RPIMa"
"AOIRTEQOUT";"1-FErsatz-Bat. 230"
"AOIURIPUCV";"3-1CCM-32e Génie"
"AOKVELDFUN";"1-4-4. Aufk. Bat."
"AOLBWAEYTT";"4-3-1er Cuirassiers"
"AOMBMNGSHZ";"HQ-B-1RCHA"
"AOPVFUTOXK";"Recon Troop"
"AOQPHLUBQG";"Stab-232. GebJäger"
"AOUGLIHMHA";"3 pluton czołgów"
"AOUSXBGLSM";"BCS-403 Artillerie"
"AOVDXHNVVG";"5-Ost-132 Infbat"
"AOVSHFZZER";"PCE-4-6e RPIMa"
"AOVXDVOOHH";"1-B-41 Tkbat"
"AOWYKNDQBB";"1-B-316 Sq."
"APARECGNDA";"PCE-1-5e Chasseurs"
"APAZYONDLL";"4-1-5e Dragons"
"APCXOAOCXP";"Artillerie-Gruppe"
"APDRNZZZWQ";"3-A-I,/KOSB"
"APJFECWQJI";"1. Zug"
"APJLALRAJU";"N Squadron"
"APKGLRYGCY";"9-C-V,/Queen's Rgt."
"APKNHEBQIP";"13-D-VIII,/TLI"
"APMBKVFYTU";"3-2-5e Dragons"
"APQALYJRRH";"3. Zug"
"APQINUFCAO";"2-SK-1. Gebirgs."
"APSWBGJUUN";"1-A-Santiago"
"APVCQQTGJH";"Recon-A-I,/ASH"
"APVGIUQIZR";"2-G-2-R22R"
"APVURYSJJO";"FRR-Gruppe"
"APWWCMQGVN";"HQ-(TerrF)"
"APXRWIYEBC";"4th Troop"
"AQAMJCMJNX";"PCE-2-5e Dragons"
"AQCDLEFVNI";"1. Batterie"
"AQCHVKWGPK";"BCS-1-61e RA"
"AQCSNZKIJA";"Führung"
"AQFLXVVXHM";"2-1-30e Chasseurs"
"AQIEWUGZZS";"1-111 Provost Coy. RMP"
"AQKVZXKONG";"1-N-3-37th Armored"
"AQKZUOXEGD";"1. Zug"
"AQLKOYZCZV";"Sicherungs-Zug 7342"
"AQOAUHBMRI";"1-A-323 Sq."
"AQOWVCMSIC";"3-ya Rota"
"AQQIAOHVJV";"Führung"
"AQRNFOKZAZ";"2. Zug"
"AQSQPZDQYX";"PCE-3-99e Infanterie"
"AQSVICJZOW";"3. Zug"
"AQTJDJIXQR";"2-A-Wad Ras"
"ARASUVKYPY";"Begleitbatterie 1"
"ARBAZFAKGL";"1-4-224. Panzer"
"ARCWPTFBKG";"1st Troop"
"ARFBUGOMBR";"GrW.-Zug"
"ARGCYKQWFF";"Batterie PC"
"ARIRHWMKMI";"PCE-1-507e RCC"
"ARIVHBAUZR";"1-FErsatz-Bat. 220"
"ARLJECOEJG";"2-C-11 Painfbat"
"ARMXJZVSXC";"Eng-Wpn-2-R22R"
"AROJAJBWFD";"BCS-3-35e RAP"
"AROZUIJSGF";"Stab-294. Panzer"
"ARSVTYZNML";"2-C-23rd TFS"
"ARZIYJBOSF";"PCE-1-30e Chasseurs"
"ASAJONZDMF";"Fla-Gruppe"
"ASAMPILIVO";"FRR-Gruppe"
"ASCALKKUBF";"1-2-3e Cuirassiers"
"ASKDCFJVZG";"Aufkl.-Gruppe"
"ASKTJSIVLV";"1-2-3e Chasseurs"
"ASKVRDXIKO";"2-12 Field Sq. RE"
"ASNPZBUIFL";"3-B-Royal Yeo."
"ASODILXXUV";"3. Zug"
"ASPJJPVQNZ";"3-2-3e RCP"
"ASPNKMOAPK";"Führungsbatterie"
"ASPWJOVLTT";"AA Flight"
"ASQYVDZZZM";"2-D-V,/RGJ"
"ASRCWLAYDC";"3-43 Paluabt"
"ASSISTQWVL";"1st Battery"
"ASSJEIQGIG";"2. Zug"
"ASTZJLUYCK";"2-2-1er RHC"
"ASUAZNLYYJ";"3-4-12e Cuirassiers"
"ASZEPTJSRA";"7 komp. zmech."
"ASZSWWXICU";"2-B-11 GACA"
"ATFCYWNZKB";"1e Batterie"
"ATGPRWQPFU";"2nd Battery"
"ATKCIXOFVY";"2-D-52 Tkbat"
"ATLHJVMCJZ";"3-5-233. GebJäger"
"ATQWUQMJXJ";"1-2-86. Geb.Jäger"
"ATQYBBQKZU";"AT-Wpn-3-PPCLI"
"ATVRKBUVED";"4-C-142 Painfbat"
"ATWHPBRTWR";"Aufkl.-Gruppe"
"AUBKUASUUA";"2-2-19e RA"
"AUBQNXCOYY";"2-M-3-RCR"
"AUBUQZRKRE";"3rd Platoon"
"AUBZJNNAQC";"3-2-JG 74"
"AUGVBVPJRL";"2nd Company"
"AUHDTFSTWE";"1st Battery"
"AUINBMPSIZ";"HQ-C-1-R22R"
"AULRRNOFSR";"Sicherungs-Zug 353/1"
"AULZRAHPVV";"Stab"
"AUMGXYBYEL";"1-4-403 RA"
"AUPDDVBNLS";"1-2-102. Panzer"
"AUQSDTCDTZ";"Feldjäger-Zug"
"AUUOAKQEMY";"2-21CA-19e Génie"
"AUUOBCHFYZ";"HQ-C-40 Field Rgt. RHA."
"AVARZPTWLJ";"4-B-QOY"
"AVCAHONCGC";"15-D-VII,/RAR"
"AVCANHECJH";"3. Zug"
"AVGIPDTXVM";"HQ-Q-4-37th Armored"
"AVGNZHLRMV";"13 bateria"
"AVIIFKNGFE";"Stab-FErsatz-Bat. 220"
"AVIKLEUFLJ";"3-3-507e RCC"
"AVMYLOKFLJ";"Troop HQ"
"AVPXLQMRFX";"3-7e CAD"
"AVVUBLRMGX";"3rd Company"
"AVWLPCFWZO";"2-4-153e Infanterie"
"AWABBPXSKA";"2nd Platoon"
"AWADZUCCSB";"Führung"
"AWAXEGNWJT";"BCS-33e Artillerie"
"AWCXFSXAHN";"3-657 Sq. AAC"
"AWEETQJYIA";"1-4-284. Panzer"
"AWEEYCTMNF";"4-2-16e Chasseurs"
"AWFSWIRPCW";"4-2-3e RPIMa"
"AWIVMINBAL";"1-3-234. GebJäger"
"AWMAECERHU";"1-Roussillon 1/11"
"AWNOHNOYSB";"2-C-42 Tkbat"
"AWOAGKOFTS";"2EHL-11e GHL"
"AWOXZKWQGU";"2-1-JG3"
"AWRBMLVEAD";"3-B-1-1st Helo."
"AWRKIUFRID";"2-1-85-y Gv. IAP"
"AWRRCOSHWB";"2-D-3-PPCLI"
"AWUPSKBZYT";"Ost-A-102 Infbat"
"AWXDPHWTKV";"1-4-234. GebJäger"
"AXAWAWZAJP";"2. Zug"
"AXDLGSPMRN";"1-2-10. Aufk. Bat."
"AXDLMNUBPM";"3rd Flight"
"AXDXRRRHMB";"2. Zug"
"AXFMAGIDFP";"Recon-A-I,/KORB"
"AXHMMSOFSI";"2-B-58 Tkbat"
"AXKAIUKOKU";"1-B-Mérida"
"AXMMWOBAMX";"3-B-16. HFR"
"AXVCFMHBLK";"1-2-8e RPIMa"
"AYDSEEZQEE";"Teile-4-Beo.Bat. 103"
"AYDSLRUCRG";"1-B-43 Painfbat"
"AYDVAZVCIK";"1-A-10th TFS"
"AYLWCNSJAB";"2-4-126e Infanterie"
"AYWOQBBOVV";"4th Company"
"AZCJTXHNSD";"B-At"
"AZCKMJBJCK";"PCE-2-11e Cuirassiers"
"AZCWVCVTLF";"4-4-1er Spahis"
"AZDNVGWVVW";"1. Zug"
"AZGVCNVNWZ";"2-1-JG1"
"AZJFDGXQQQ";"1. Zug"
"AZKZLFOOEV";"2-1-170e Infanterie"
"AZLEBIPUMH";"1-M-3-34th Armored"
"AZMGNJZIJU";"2-2-102. Panzer"
"AZMIPIBBEE";"1-1-Res.PzR. 15"
"AZOIJUMJTB";"1-G-2-136th Mech. Inf."
"AZOVOVSMRA";"HQ-C-Almansa"
"AZQLISAYGS";"1 pluton ochrony"
"AZRDKODRBK";"Aufkl.-Gruppe"
"AZVCABJQHI";"1-A-42 Painfbat"
"AZYXPGNWDB";"2-B-II-RALCA 62"
"BAAWVSMTJX";"4-A-58 Tkbat"
"BAEAYZYSEY";"HQ-K-I,/51st Highland Vol."
"BAEVVQPUGV";"3e Section"
"BAGIPVZQGJ";"Section de Mortiers"
"BAJBXNOHVM";"1-3-6e Dragons"
"BAJFXSDTEH";"CCS-CA-6e REG"
"BAJSYRLGNB";"2-A-42 Tkbat"
"BAKJEFHNMC";"Führung"
"BALBKLOGLW";"4-C-46 Painfbat"
"BANKVJYELG";"1-3-10. Pionier"
"BANWRNFVAZ";"2-B-5 Hvy. Rgt. RA."
"BANZTLFEFU";"1-4-563. Panzer"
"BAOJILEZKB";"3-560. Pionier-Kie"
"BARHDQXRAR";"Section de Mortiers"
"BASEDBRXTC";"4-1-8e Chasseurs"
"BATDKHBRQR";"PCE-2-1er Spahis"
"BAVDNOFVPP";"Führung"
"BAWIOWFOEM";"2-C-1st Engineers"
"BBBDFMQTDN";"2-B-1RTR"
"BBBGQFBUHI";"1-A-5-RALC"
"BBCDGARXJS";"3-2-8e Chasseurs"
"BBCOUJOINW";"1-2-6e RPIMa"
"BBDVEXAKPE";"3-Navarre 1/3"
"BBEFBEIKWS";"1. Zug"
"BBFSRHPXBR";"3. Zug"
"BBHDPRTKAB";"2-1-21e RIMa"
"BBHUCPPPWF";"3-1-21e RIMa"
"BBIPJJFXNM";"2-A-4/7RDG"
"BBIQCDQRVB";"A-At"
"BBLSSAZUVF";"3rd Platoon"
"BBPYPWGPRS";"4-3-1er RCAM"
"BBQBZZJMMW";"3-2-233. GebJäger"
"BBVHWFFCPI";"2-B-40 Field Rgt. RHA."
"BBXRZJGYQF";"Stab"
"BBXYTRPIHK";"1-3-19e RA"
"BCCRHIOZIL";"3-1-126e Infanterie"
"BCCTPOYHFC";"Stab-5-102. Panzer"
"BCDEJKDBGI";"1-2-562. Panzer"
"BCDHJEAETQ";"1-2-281. Panzer"
"BCKIEWQNHC";"1. Zug"
"BCLWXIQQQK";"Führung"
"BCNBELCXSH";"9-C-I,/Staffordshire"
"BCOEMUKEXZ";"3-C-1-R22R"
"BCQPIWMXDR";"3-3-124. Panzer"
"BCXWLJOCVB";"Stab-2-102. Panzer"
"BCXZSHTAYF";"C-1CER"
"BDCIPDFLRU";"3-2-8. Geb.Pionier"
"BDCJQKROIS";"Reco-Wpn-2-R22R"
"BDDBABUXOT";"1e Section"
"BDDDLNIUPZ";"11-Y-VI,/RRF"
"BDHJAWCKUD";"Battery HQ"
"BDJSWWVUBI";"2-B-Cantabria"
"BDMSIYFNVK";"Battery HQ"
"BDQGMDNUFW";"3rd Platoon"
"BDTJIHTLMQ";"3-1-110e Infanterie"
"BDTSNDLTUH";"3-3-JG7"
"BDXUURNPHF";"Stab-10. Pionier"
"BDYGMLBUCF";"1-D-Las Navas"
"BEBTLFGDZA";"4-1-6e RPIMa"
"BEBTOKGKMJ";"Aufk.-Gruppe"
"BEDMFKPGBC";"3-3-304. Panzer"
"BEFKMEMMKW";"Section PC"
"BEIGYPRRAS";"1. Zug"
"BEKLAIEMZD";"2nd Troop"
"BEMRVGDVIY";"1. Zug"
"BEPLDCCBVJ";"Stab-3-283. Panzer"
"BEQHFVIEMQ";"BCS-47e Artillerie"
"BEQNCQDXPE";"3. Zug"
"BETLDLYZEA";"3-1-6e RPIMa"
"BEVTKCUIYF";"1. Zug"
"BEXERLQEEE";"HQ-A-I,/ASH"
"BFBGPDEHCD";"3-Ardennes 3/3"
"BFFFANCPRI";"Platoon HQ"
"BFFKLPTZBN";"3-4-170e Infanterie"
"BFGYPVKBFF";"1st Troop"
"BFLSZMJLZQ";"1-A-I,/51st Highland Vol."
"BFMAFLWRKM";"Section Logistique"
"BFQAOWQMCS";"1-5-103. Panzer"
"BFQCUFYZOM";"2nd Battery"
"BFUFKDLVBT";"Protec-3-6e Dragons"
"BFUOJRRJLT";"4th MP Platoon"
"BFUUHFSVFE";"Führung"
"BFXWRYXYIF";"2-3e EED"
"BFYCFAEKSO";"3-P-3-RCR"
"BGCTVXLPKA";"3-B-43 Painfbat"
"BGCWJWSBEX";"1-3-43e RAMa"
"BGCZJDIFLG";"6 komp. czołgów"
"BGGHCKAIGO";"2-3-730-y APIB"
"BGHREWRLOR";"Führungsbatterie"
"BGJIFRLWUL";"1-C-54 Tkbat"
"BGJTWWNRQM";"Company HQ"
"BGLAMZBJUG";"1st Battery"
"BGNFSDAWMC";"1-B-BHELA I"
"BGNNCRVHZH";"3-3-JG8"
"BGNNOIPFSX";"3-J-3-R22R"
"BGPCCMILOO";"1-B-Almansa"
"BGTZJHXJWQ";"4 pluton specjalny"
"BGUVVTJZWG";"Section AC"
"BGWTGQRLLY";"2-1-12e RA"
"BHARPJKWKN";"1-3-122. Panzer"
"BHASASWTOE";"11-C-I,/York Vol."
"BHBAHRKWPP";"AC-2-8e Chasseurs"
"BHBRVTPYYI";"Fla-Gruppe"
"BHDJYLPGCK";"1-2-5e Cuirassiers"
"BHFPUZUBKB";"Stab"
"BHHVBBHERX";"1st Battery"
"BHLLPBWVSH";"Artillerie-Gruppe"
"BHNDOWNTIC";"BCS-3-54e RA"
"BHUNEZXTIH";"2-(1-TerrB)"
"BHWDSJSWIV";"4th Platoon"
"BHYHXVPJZB";"CCS-CEC7"
"BHZDYRAPGM";"4-A-14 Painfbat"
"BIASPPMFJU";"HQ-C-Wad Ras"
"BICRJDFSFE";"Führung"
"BICVEJUSGK";"2. Zug"
"BIFEZRMYVV";"2. Zug"
"BIFVAPURMZ";"Stab-4-234. GebJäger"
"BIKTKOCYHA";"A Squadron"
"BIRQXNLWPQ";"CCAS-99e Infanterie"
"BITBTJTMFK";"1-2-110e Infanterie"
"BIUNGPTCAJ";"Platoon HQ"
"BIWGLPZRSB";"Recon-B-I,/RGJ"
"BIYZEJLBEB";"2. Zug"
"BJAGXNZLYA";"3-C-8CH"
"BJCDGFLTAY";"4-1-1er Cuirassiers"
"BJCPAKNGFD";"4-C-QOY"
"BJHBWCDXTP";"MG-Gruppe"
"BJHQXSSUII";"Führung"
"BJHRHKFTLI";"2-4-33e RA"
"BJJDQHFUWK";"Führungsbatterie"
"BJJOFKEIER";"Wallmeistertrupp 251/3"
"BJKSNAQIUC";"2-3-564. Panzer"
"BJOUAZDRSZ";"3-3-833-y IAP"
"BJRJIWFLXS";"PCE-2-99e Infanterie"
"BJSUWRVCNJ";"1-1-3e Chasseurs"
"BJZZDNOLQP";"Stab-SK-1. Gebirgs."
"BKBRPBIFZA";"BCS-2-53e RA"
"BKDACSWDBC";"PCE-2-114e Infanterie"
"BKDMYCBSUU";"Fla-Gruppe"
"BKJYOOKQBV";"Stab-564. Panzer"
"BKLMILNXZY";"4-3-35e Infanterie"
"BKNJIPKAEP";"Stab-4-291. Panzer"
"BKPDFMKULP";"Führung"
"BKSOSWQPNL";"2. Batterie"
"BKWAHTPMNW";"1. Zug"
"BKWXIFYZPJ";"Mun.-Gruppe"
"BLCSUDUOZK";"2-Cigognes 1/2"
"BLKHXBDHRX";"2-A-7ste Sm."
"BLKUHJTRNE";"CCAS-153e Infanterie"
"BLKUQJVXGF";"Supply Troop"
"BLLXLOHPNS";"2-AT-4-16th Mech. Inf."
"BLMYFFGHAV";"1-3-244. Panzer"
"BLOOZLAFYY";"1-3-730-y APIB"
"BLREERAFID";"Stab-3-291. Panzer"
"BLTIURNYSH";"Stab-3-10. Aufk. Bat."
"BLTNTZGVIX";"2. Zug"
"BLXYTBGRQQ";"3-(1-TerrB)"
"BMCEELTXUG";"Logistikgruppe"
"BMFQOOPIIN";"Squadron HQ"
"BMHGWQADAI";"27-G-IV,/RGJ"
"BMKPZLIVWM";"Batterie de Mortiers"
"BMLEARJEQX";"3-4-293. Panzer"
"BMLTDWBCDH";"1e Section"
"BMLYWRTSHG";"EM-14e DBL"
"BMOLQSPUBY";"Groupe AA"
"BMQIUQUXXB";"4-A-Royal Yeo."
"BMWLBBBSZM";"3-F-2-RCR"
"BMYWNJCLPZ";"PCE-1-3e Hussards"
"BMZLIUBENP";"Führung"
"BNGKTQARAC";"2. Zug"
"BNKASITQBC";"11-C-VII,/TLI"
"BNMFTIODWN";"4-B-52 Tkbat"
"BNMMVGKLPU";"HQ-C-I,/Staffordshire"
"BNMOXJMKIM";"Batterie PC"
"BNOEMGSFUU";"4-Ost-102 Infbat"
"BNOSGDVCET";"3-C-1-PPCLI"
"BNPBQJFLEN";"Sicherungs-Zug 2436"
"BNQODCIWNL";"3-4-284. Panzer"
"BNWMEUGHNJ";"1-170-45 Field Rgt. RA."
"BNZRCHSEZP";"Stab-2-292. Panzer"
"BOBCGLFFOB";"2-C-4RTR"
"BOCNDJXIKG";"MG-Gruppe"
"BODBEJGKDH";"3rd Troop"
"BOIRTEIWCK";"4-202 Maresk"
"BOKMUDLZAN";"7. Batterie"
"BONXKETMLF";"Section AA"
"BOQRDSIEKC";"1-FErsatz-Bat. 240"
"BORDGYBJUW";"1. Zug"
"BOXBREFFAP";"1-2-561. Panzer"
"BOXGLIBCZR";"1-A-12 Painfbat"
"BOXIMHISXP";"2-1-47e RA"
"BPDYZUQXCA";"3. Zug"
"BPGPWZBGBS";"8-C-I,/RGJ"
"BPHJNMOPAB";"28-G-IV,/RGJ"
"BPISNQBMMX";"7-C-II,/Queen's Rgt."
"BPJRUOEASA";"BCS-1er Artillerie"
"BPLFALOOZE";"3 komp. rozp."
"BPLKRKFVNJ";"HQ-(TerrC)"
"BPPIWCCONL";"2-2-10. Pionier"
"BPQKUMRJVE";"1-1CCM-13e Génie"
"BPRBCMMUYB";"Logistikgruppe"
"BPSYFSTZEJ";"1st Platoon"
"BPUCDZYGDS";"Wpn-Y-5-16th Mech. Inf."
"BPYIXUQAMT";"1. Zug"
"BQAYVFAFVQ";"1-12 Paluabt"
"BQBHEGRMSB";"Section Logistique"
"BQBIIPMPQX";"1-PzPionier 120"
"BQFCVWLZTI";"1-FErsatzkie 2"
"BQGHTPNOKT";"3. Zug"
"BQNZSEXQJH";"6 bateria"
"BQPORMTRVG";"1-1-4e Etranger"
"BQSXQZQSFM";"1-A-3-PPCLI"
"BRAEBKSKXZ";"2-3-224. Panzer"
"BRGTJGNQEV";"1-1CCM-32e Génie"
"BRIJXAIWKM";"1-F-2-5th Field Art."
"BRKCJDHOID";"Section PC"
"BRNEOERSXI";"2nd Company"
"BRPOUMDTPT";"3-2-911-y APIB"
"BRRGDVFJCL";"3. Zug"
"BRRRHDRXKB";"HQ-5RGC"
"BRWNITWXLR";"3-A-V,/TLI"
"BSAEQLAYAF";"4-1-4e Cuirassiers"
"BSAUWFVWXJ";"2-A-13 Painfbat"
"BSCRBBJXIG";"Stab-2-42. RakArt.-Bat."
"BSKNOJHLTP";"1. Zug"
"BSLEYAQLJJ";"C-Mr"
"BSLKUNYSNA";"BCS-1-2e RA"
"BSQKQQWTAS";"HQ-Cantabria"
"BSREXXDZZO";"Troop HQ"
"BSRULVHXJV";"CCS-2e Corps"
"BSUBPAHSAF";"1-4-114e Infanterie"
"BSUOTZMBHP";"Section PC"
"BSYFXYFJGP";"PCE-3-2e Etranger"
"BSYXIHGSDX";"2-3-12e RBC"
"BSZNONOTFP";"E Squadron"
"BTBJUJUDGO";"1-3-284. Panzer"
"BTDRIDFWZZ";"HQ-C-4/7RDG"
"BTDVQAXYBY";"2-C-II-RALCA 62"
"BTEJONBADO";"2-Valois 1/30"
"BTFSHYYKPZ";"2-B-103 GnBat"
"BTGJDYTYMO";"1-O-3-37th Armored"
"BTHNAKMEKA";"2-1CCM-19e Génie"
"BTJSZTUMYH";"2e Batterie"
"BTLMREWCVA";"Führung"
