"TOKEN";"REFTEXT"
"CA_CMD";"지휘 유닛 없음"
"CA_DCA";"대공 유닛 배치됨"
"CA_HELO";"헬리콥터 지원 없음"
"CA_HT";"중전차 없음"
"CA_INF";"보병 없음"
"CA_RECO";"정찰 유닛 없음"
"CA_airsup";"항공 지원 없음"
"CA_cbt";"전투"
"CA_intAA";"요격기 없음"
"CA_mvt";"기동"
"CA_spe";"특수"
"CA_supply";"보급 유닛 없음"
"CFNPWFOSTI";"반자동 시선지령 유도(SACLOS).
"
"CHAT_MINUS";"-"
"CHAT_PLUS";"+"
"CMP_IMPOS";"불가능"
"CPT_CLOSE";"닫기"
"CSQTOTH90";"아군 병력이 곧 붕괴할 상황입니다. 즉시 전황을 수습해야 합니다."
"CUR_ASSAUL";"공격을 준비하십시오!"
"CUR_Atth";"적 대대를 선택했습니다. 아군 대대 중 최소 하나가 이 적과 교전할 수 있습니다."
"CVSHZKRIKC";"상공 통과식 상부 공격"
"C_ALL";"전체"
"C_CLEARH";"화면 지우기"
"C_CTACT";"개별 대상"
"C_TEAM";"아군"
"CatPow";"%1 #transparent{(%2)}"
"CptTour";"턴: %1"
"DES_DE_NOT";"수송 없음"
"DES_UE_TR";"수송 수단 선택"
"DES_VALUE";"%1"
"DETAIL_BTN";"세부 정보"
"DSI_ADBtn";"자동 배치"
"DSI_ADHB";"AI가 모든 유닛을 대신 배치하도록 합니다. 지휘 점수가 더 이상 없으면 버튼이 비활성화됩니다."
"DSI_ADHE";"AI의 자동 배치가 끝난 뒤에도 배치된 유닛을 자유롭게 제거하거나 변경할 수 있습니다. 먼저 일부 유닛을 직접 배치한 뒤 AI에게 나머지 배치를 맡길 수도 있습니다."
"DSI_ADHT";"자동 배치"
"DSI_CLOSE";"닫기"
"DSI_IA";"AI"
"DSI_STitle";"전투"
"DSI_Title2";"배치 단계"
"DSI_X";"X"
"DSI_exe";"3. 실행"
"DSI_loc";"위치"
"DSI_mis";"2. 임무"
"DSI_sit";"1. 상황"
"DSI_sitE";"적군"
"DSI_sitf";"아군"
"DSI_warno";"경고 명령"
"DSORT_BTN";"정렬"
"DYTVXJJXIQ";"간접 사격.
수정 사격은 매우 정확합니다.
조준하고 사격하려면 차량이 정지해 있어야 합니다."
"DefStre";"방어 전력"
"EAAVVQBQBO";"운동에너지"
"EDITDECK";"전투단 편집"
"ENDSTCOMMA";"지휘관"
"ENDSTLOCCT";"통제 지역"
"ENDSTSTRGT";"전력"
"ENDSTUNINV";"참전 유닛"
"ENDST_AIRC";"항공기 %1대"
"ENDST_AVHC";"장갑차량 %1대"
"ENDST_GUNS";"화포 %1문"
"ENDST_SOLD";"병력 %1명"
"ENDST_TANK";"전차 %1대"
"ER_ADV";"전진"
"ER_ADVHN";"수색 전진"
"ER_ADVMV";"이동"
"ER_APLE";"저장 후 전체 적용"
"ER_AR";"자동 매각"
"ER_ARN";"끔"
"ER_ARY";"켬"
"ER_GM";"미사일 사용 제한"
"ER_GMTT";"탑승객 있음"
"ER_ID";"대기"
"ER_IDCO";"엄폐"
"ER_IDHO";"위치 사수"
"ER_IDNO";"아무 행동 안 함"
"ER_OS";"사거리 밖 피격 대응"
"ER_OSA";"적극적"
"ER_OSD";"방어적"
"ER_OSP";"소극적"
"ER_OSS";"연막 사용"
"ER_ROE";"교전 규칙"
"ER_SAVE";"기본값으로 저장"
"ER_SM";"보병 경로 탐색"
"ER_SMCO";"엄폐"
"ER_SMSH";"최단"
"ER_TITLE";"교전 규칙"
"ER_UR";"차량 경로 탐색"
"ER_URFA";"최고속"
"ER_URSH";"최단"
"ER_UV";"비무장 차량"
"ER_UVFW";"자유 사격"
"ER_UVHF";"사격 금지"
"EXIT_BTN";"종료"
"FBXRVZBVFG";"고정식"
"FKERNZHZHY";"집속탄"
"FRM_PLUS";"+%1"
"FVZWPYWRWX";"탠덤 탄두 HEAT탄은 이중 성형작약 탄두를 사용해 폭발반응장갑(ERA)을 관통하도록 특별히 설계되었습니다. ERA 장착 유닛을 상대로 관통력이 +1 증가합니다."
"FWYEZTDXZK";"주무기에 탄약을 장전하는 과정을 자동으로 처리하는 기계식 장치입니다. 정상 작동 중에는 승무원의 개입이 거의 또는 전혀 필요하지 않지만, 고장날 수 있습니다. 자동장전장치는 승무원의 스트레스에 영향을 받지 않아 일정한 장전 시간을 유지합니다."
"GIQBDXUCJM";"탠덤 탄두"
"GS_NORMAL";"표준 속도"
"GVIOFFUZMV";"---"
"HCT_ALLBUB";"모든 플레이어가 메시지를 읽을 수 있습니다."
"HCT_ALLBUT";"전체 채팅"
"HCT_ALYBUB";"같은 팀의 플레이어만 메시지를 읽을 수 있습니다."
"HCT_ALYBUT";"아군 채팅"
"HCT_CLRBUB";"모든 채팅 내용을 지웁니다."
"HCT_CLRBUT";"화면 지우기"
"HCT_CONBUB";"반대편 목록에서 선택한 플레이어만 메시지를 읽을 수 있습니다."
"HCT_CONBUT";"개별 채팅"
"HCT_DFTSIB";"채팅 글꼴 크기를 줄입니다."
"HCT_DFTSIT";"글자 크기 줄이기"
"HCT_IFTSIB";"채팅 글꼴 크기를 늘립니다."
"HCT_IFTSIT";"글자 크기 늘리기"
"HDB_SAVEB";"변경 사항을 저장합니다."
"HDB_SAVET";"저장"
"HFL_ATTACB";"지도에 공격 표식을 배치합니다. 같은 팀만 볼 수 있습니다."
"HFL_ATTACT";"공격 표식"
"HFL_CUSMEB";"사용자 메시지를 작성해 지도에 표식으로 배치합니다. 같은 팀만 볼 수 있습니다."
"HFL_CUSMET";"사용자 메시지"
"HFL_DEFENB";"지도에 방어 표식을 배치합니다. 같은 팀만 볼 수 있습니다."
"HFL_DEFENT";"방어 표식"
"HFL_HELPB";"지원을 요청하는 도움 표식을 지도에 배치합니다. 같은 팀만 볼 수 있습니다."
"HFL_HELPT";"도움 요청"
"HFL_SuppB";"팀에 화력 임무를 요청하는 화력 지원 요청 표식을 지도에 배치합니다. 같은 팀만 볼 수 있습니다."
"HFL_SuppT";"화력 지원 요청"
"HFL_recoB";"발견한 적 유닛이나 위치를 표시하는 적 발견 표식을 지도에 배치합니다. 같은 팀만 볼 수 있습니다."
"HFL_recoT";"적 발견"
"HIAUF_BTN";"자동 채우기"
"HIGRP_BTN";"전투 그룹 편집"
"HIPW_am";"무기의 구경(mm) 또는 탄약 종류를 표시합니다."
"HIPW_amn";"무기가 탑재한 총 탄약 중 남은 탄약량을 표시합니다."
"HIPW_amt";"탄약 정보"
"HIP_DISPB";"수송 유닛의 정보 패널을 표시하거나 숨깁니다."
"HIP_DISPT";"수송 수단"
"HIP_UCOSTB";"유닛을 배치하는 데 필요한 지휘 점수입니다."
"HIP_UCOSTT";"유닛 비용"
"HIP_UNAMEB";"선택한 유닛의 이름을 표시합니다."
"HIP_UNAMET";"유닛"
"HIP_UNUMB";"유닛 카드에 포함된 개별 유닛 수를 표시합니다. 숙련도에 따라 이 수가 달라집니다."
"HIP_UNUMT";"사용 가능 유닛"
"HLB_BUTTOB";"유닛 배치를 마쳤으면 클릭하여 게임을 시작합니다."
"HLB_BUTTOE";"멀티플레이에서는 모든 플레이어가 전투 시작 버튼을 누르거나 카운트다운이 끝날 때까지 게임이 시작되지 않습니다."
"HLB_BUTTOT";"전투 시작"
"HNB_FORAA";"대공 유닛 전개에는 4 AP가 필요합니다. 대대는 이동할 때까지 이 상태를 유지합니다.

상대 턴 동안 이 유닛의 방공 체계는 파란색 대공 방어 구역 안의 아군 유닛을 공격하려는 적 항공대 하나의 공격 참가를 저지할 수 있으며, 피해를 입힐 수도 있습니다. SEAD 비행대는 영향을 받지 않습니다."
"HNT_ADVHNB";"유닛이 표적을 탐색합니다. 적이 사거리 안에 들어오는 즉시 멈춥니다."
"HNT_ADVMVB";"유닛은 이동을 최우선으로 하며, 적 표적에 사격하기 위해 멈추지 않습니다."
"HNT_AIAAA";"선택한 항공기가 기회 표적을 공격하도록 AI에 전권을 부여합니다."
"HNT_AIARA";"선택한 #bold{포병} 유닛의 지휘를 AI에 위임합니다. AI는 포병 사거리 안에서 발견된 모든 유닛을 자유롭게 표적으로 삼을 수 있습니다."
"HNT_AIARC";"선택한 #bold{포병} 유닛의 지휘를 AI에 위임합니다. AI는 사격 재량권을 갖지만 #bold{오직} 대포병 임무만 수행하며, 위치가 알려졌거나 탐지된 적 포병 진지만 공격합니다."
"HNT_AIARF";"선택한 #bold{포병} 유닛의 지휘를 AI에 위임합니다. AI는 지정 구역 안이나 인근에서 발견된 모든 표적에 자유롭게 사격할 수 있습니다."
"HNT_AIATT";"선택한 유닛의 지휘를 AI에 위임합니다. AI는 목적지 근처의 모든 적과 자유롭게 교전합니다. 모든 위협이 제거되면 선택한 유닛은 자동으로 #bold{위치 사수} 태세로 전환됩니다."
"HNT_AIDEF";"선택한 유닛의 지휘를 AI에 위임합니다. AI는 현재 위치를 방어하고 주변의 가장 적합한 방어 위치로 재배치할 재량권을 갖습니다."
"HNT_AISTO";"선택한 유닛의 통제권을 되찾습니다. AI가 더 이상 해당 유닛에 명령하지 않습니다."
"HNT_AISUP";"선택한 #bold{보급} 유닛의 지휘를 AI에 위임합니다. AI는 발견된 보급 대상에 자유롭게 보급을 수행합니다."
"HNT_ARNB";"수송 수단을 자동으로 매각하지 않습니다."
"HNT_ARYB";"탑승 병력이나 견인 유닛의 수송을 마치면 수송 수단을 자동으로 매각합니다."
"HNT_ATTACK";"유닛에 표적을 파괴하거나 선택한 위치로 이동하도록 명령합니다. 이동 중 적 유닛을 발견하면 멈추고 교전합니다."
"HNT_CHGALT";"헬리콥터에 초저고도와 저고도 사이를 전환하도록 명령합니다. 취소할 수 없습니다."
"HNT_ENHIB";"교전 패널을 숨깁니다."
"HNT_ENHIT";"패널 숨기기"
"HNT_ERAPLB";"현재 설정을 모든 신규 및 기존 유닛의 기본값으로 저장합니다."
"HNT_ERAPLT";"기본값으로 저장 후 모든 유닛에 적용"
"HNT_ERSAVB";"현재 설정을 모든 신규 유닛의 기본값으로 저장합니다."
"HNT_ERSAVT";"기본값으로 저장"
"HNT_EVAC";"항공기에 기지로 귀환하도록 명령합니다.
취소할 수 없습니다."
"HNT_FORAA";"대대에 대공 전력을 전개하여 적 항공기의 지역 진입을 차단하도록 명령합니다."
"HNT_FSTATK";"유닛에 표적을 파괴하거나 도로를 이용해 선택한 위치로 빠르게 이동하도록 명령합니다. 이동 중 적 유닛을 발견하면 멈추고 교전합니다."
"HNT_IDCOB";"유닛이 가장 가까운 엄폐물을 찾습니다.
"
"HNT_IDHOB";"유닛이 ""위치 사수"" 모드로 전환됩니다."
"HNT_IDNOB";"유닛이 아무 행동도 하지 않습니다."
"HNT_LAND";"헬리콥터에 착륙하도록 명령합니다.
취소할 수 없습니다."
"HNT_MOVE";"유닛에 선택한 위치로 이동하도록 명령합니다."
"HNT_NEXTUB";"명령이 없는 다음 유닛으로 이동합니다. 계속 클릭하면 모든 대기 유닛을 차례로 선택할 수 있습니다."
"HNT_NEXTUT";"다음 미명령 유닛"
"HNT_OSAB";"적의 사격을 받았지만 사거리가 닿지 않을 때, 유리하다고 판단하면 반격을 시도하고 그렇지 않으면 후퇴합니다."
"HNT_OSAT";"사거리 밖에서 피격 시: 적극적 대응."
"HNT_OSDB";"적의 사격을 받았지만 사거리가 닿지 않을 때, 후퇴하거나 가장 가까운 엄폐물을 찾습니다."
"HNT_OSDT";"사거리 밖에서 피격 시: 방어적 대응."
"HNT_OSPB";"적의 사격을 받았지만 사거리가 닿지 않을 때, 아무 행동도 하지 않습니다."
"HNT_OSPT";"사거리 밖에서 피격 시: 소극적 대응."
"HNT_OSSB";"방어 행동 중 유닛이 연막탄을 자동으로 사용할 수 있습니다."
"HNT_OSST";"방어 행동 시 연막 사용 여부."
"HNT_QKMOVE";"유닛에 도로망을 이용해 목적지까지 최대한 빠르게 이동하도록 명령합니다."
"HNT_RIPOS";"유닛을 응사 모드로 설정합니다. 공격받기 전에는 사격하지 않습니다."
"HNT_RVRSE";"유닛에 선택한 위치까지 후진하도록 명령합니다."
"HNT_SELL";"유닛을 적정 가격에 매각합니다!"
"HNT_SHOPOS";"눈에 보이는 표적이 없어도 선택한 위치에 사격하도록 명령합니다. 특히 포병 유닛에 유용합니다."
"HNT_SMCOB";"보병 유닛은 가능하면 엄폐물에서 엄폐물로 이동합니다. 이동 시간이 더 걸릴 수 있지만 더 안전합니다."
"HNT_SMMOVE";"유닛에 가능한 한 가장 안전한 경로로 지정 위치까지 이동하도록 명령합니다."
"HNT_SMOKD";"유닛 전방에 방어용 연막을 전개하도록 명령합니다.  "
"HNT_SMOKE";"지정 위치에 연막탄을 사격하도록 명령합니다. 표적에 대한 시야선이 없어도 수행할 수 있습니다."
"HNT_SMSHB";"보병 유닛은 주변 엄폐물을 무시하고 직선으로 이동합니다."
"HNT_STOP";"유닛에 즉시 정지하도록 명령합니다."
"HNT_UNLDAT";"선택한 수송 수단에 탑승한 유닛을 지정 위치에서 하차시키도록 명령합니다.

""U"" 키를 누르면 즉시 하차합니다."
"HNT_UNLDFT";"선택한 수송 수단의 탑승 유닛을 즉시 하차시키도록 명령합니다."
"HNT_URFAB";"도로를 이용하는 편이 더 빠르다면 차량이 도로를 이용합니다."
"HNT_URSHB";"차량은 가장 빠른 경로가 아니라 최단 경로를 찾습니다. 이 경우 도로를 이용하지 않습니다."
"HNT_WAITUB";"유닛은 다음 턴까지 아무 행동도 하지 않습니다. 미명령 유닛 목록에도 나타나지 않습니다. 이 버튼을 다시 클릭하면 대기 명령이 취소됩니다."
"HNT_WAITUE";"이번 턴에 아무 행동도 하지 않을 유닛을 표시할 때 사용합니다. 해당 턴에 더 이상 공격하거나 방어할 수 없는 유닛은 자동으로 ""사용 완료"" 상태로 간주됩니다."
"HNT_WAITUT";"다음 턴까지 대기"
"HOM_EVAB";"항공기에 공군 기지로 귀환하도록 명령합니다. 취소할 수 없습니다."
"HOM_EVAT";"귀환"
"HOM_STATE";"준비 상태이면 항공기를 즉시 배치할 수 있습니다."
"HOM_STATT";"상태"
"HOM_TITLEB";"호출 가능한 전장 외 항공기를 표시합니다. 각 항공기의 상태와 가용 여부도 확인할 수 있습니다."
"HOM_TITLEE";"호출한 항공기가 투입 가능한 상태가 되면 연료나 탄약이 충분한 동안 직접 통제할 수 있습니다. 비행 중 피해가 너무 커지면 강제로 기지에 귀환합니다."
"HOM_TITLET";"전장 외 자산"
"HOM_UNNAMB";"전장 외 자산의 이름과 유형을 표시합니다."
"HOM_UNNAMT";"자산"
"HPD_CHRONT";"수입까지 남은 시간"
"HPD_INCT";"수입"
"HPD_UACSTB";"하차한 유닛 자체의 지휘 점수 비용만 표시합니다."
"HPD_UACSTE";"표시된 비용은 하차 유닛 자체의 비용입니다."
"HPD_UACSTT";"하차 유닛 비용"
"HPD_UCOSTB";"유닛의 지휘 점수 비용을 표시합니다."
"HPD_UCOSTE";"보병 유닛의 기본 가격에는 #U1{수송 차량} 비용이 포함되지 않습니다. 전투단에 추가하면 보병과 수송 유닛을 합친 배치 비용이 표시됩니다."
"HPD_UEXPB";"유닛 유형에 따라 숙련도는 명중률, 사기, 연사 속도, 관측 능력 등 다양한 능력치를 향상시킵니다."
"HPD_UEXPE";"숙련도 표식이 없으면 #bold{예비군}으로, 대체로 훈련과 장비가 부족합니다.
표식 1개는 #bold{훈련병}을 뜻합니다.
표식 2개는 실전 경험이 있는 #bold{숙련병}을 뜻합니다.
표식 3개는 #bold{정예병} 및 특수부대를 뜻합니다."
"HPD_UEXPT";"숙련도"
"HPD_UNBB";"한 팩에 포함된 유닛 수를 표시합니다."
"HPD_UNBT";"유닛 수"
"HPH_NXPHSB";"다음 전투 단계로 넘어가기까지 남은 시간입니다."
"HPH_NXPHSE";"(A) 단계에서는 경부대가 적을 탐색해 붙잡아 두고 주요 지점을 확보합니다.
(B) 단계에서는 중형 유닛이 해금되어 적과 교전하고 전선을 밀어붙일 수 있습니다.
(C) 단계에서는 가장 무거운 유닛이 해금되어 전면전을 벌일 수 있습니다."
"HPH_NXPHST";"단계 전환까지 남은 시간"
"HPH_TIME_B";"어느 쪽도 점수로 승리하지 못했을 경우 게임 종료까지 남은 시간입니다."
"HPH_TIME_E";"게임 제한 시간이 끝나면 더 많은 점수를 획득한 측이 승리합니다."
"HPH_TIME_T";"게임 종료까지 남은 시간"
"HPROD_ACST";"%1"
"HPROD_CMDI";"+ %1"
"HPROD_CMDP";"%1"
"HPROD_NBU";"%1"
"HPROD_NBUB";"[%1]"
"HPROD_NBUX";"x"
"HQHPIJEOCJ";"고축외각 능력.
조종사의 헬멧 조준기에서 직접 표적을 획득할 수 있는 발사 후 망각 미사일로, 훨씬 넓은 각도에서 표적을 포착하고 발사할 수 있습니다."
"HRBXYPYRVJ";"능동방호체계"
"HRP_HDHUDB";"모든 HUD 요소를 숨깁니다."
"HRP_HDHUDT";"HUD 숨기기"
"HRP_HDPNB";"패널 요소를 숨깁니다."
"HRP_HDPNT";"패널 숨기기"
"HSL_NAMEB";"분대장 또는 차량 지휘관의 이름을 표시합니다."
"HSL_NAMEE";"전투 후 브리핑에서 개별 유닛의 전투 성과를 확인할 수 있습니다."
"HSL_NAMET";"지휘관"
"HSL_ORDERB";"모든 유닛에 내려진 활성 명령을 표시합니다."
"HSL_ORDERT";"모든 명령 표시"
"HSL_Roeb";"교전 규칙 메뉴를 열어 유닛 행동을 설정합니다."
"HSL_Roet";"교전 규칙 열기"
"HSL_ULOSBB";"선택한 유닛의 시야선(LoS)을 표시합니다."
"HSL_ULOSBE";"키(기본값 'C')를 길게 누르면 전장의 임의 지점에서 시야선(LoS)을 표시할 수 있습니다."
"HSL_ULOSBT";"시야선 표시"
"HSL_WGAUGB";"상태는 준비, 조준 중, 사격 중 또는 재장전 중 중 하나입니다."
"HSL_WGAUGE";"조준 중과 재장전 중에는 타이머 역할을 하는 게이지가 표시됩니다."
"HSL_WGAUGT";"무기 상태"
"HSL_chatb";"팀원 또는 다른 플레이어와 대화합니다."
"HSL_chatt";"채팅 열기"
"HSL_wrnb";"수입과 참전 전력을 포함한 전투 세부 정보를 확인할 수 있습니다."
"HSL_wrnt";"경고 명령 보기"
"HTP_SPDFAB";"게임 속도를 기본 속도의 #bold{x2}로 높입니다."
"HTP_SPDFAT";"빠르게"
"HTP_SPDPAB";"게임을 일시정지합니다. 능동 일시정지 중에도 유닛에 #cyan{명령을 내릴 수} 있으며, 게임을 재개하면 명령을 수행합니다."
"HTP_SPDPAT";"능동 일시정지"
"HTP_SPDPLB";"게임을 기본 속도로 진행합니다."
"HTP_SPDPLT";"재생"
"HTP_SPDSLB";"게임 속도를 기본 속도의 #bold{x0.33}으로 낮춥니다."
"HTP_SPDSLT";"느리게"
"HTP_SPVFAB";"게임 속도를 기본 속도의 #bold{x3}로 높입니다."
"HTP_SPVFAT";"매우 빠르게"
"HUD_ARMOR";"장갑"
"HUD_PRDDCK";"전투단"
"HUD_PRDGRP";"그룹"
"HUETOQPSPZ";"근접전 무기"
"INEEJCQGOC";"발사 후 망각"
"JFFKFKSMEO";"간접 사격 무기는 조준하고 사격하려면 유닛이 정지해 있어야 합니다."
"JQXETMKFMA";"대레이더"
"KBXTNDMOYQ";"원격 조종 무기에는 사격통제체계가 장착되어 있습니다. 따라서 사수는 차량 내부에 머문 채 사격할 수 있습니다."
"KKWEDNOPPT";"간접 사격"
"LBS_BUSY";"명령 수행 중!"
"LBS_FLEE";"패주 중"
"LBS_OOC";"혼란 상태!"
"LFQJFSOQGY";"고폭 대전차(HEAT) 포탄이나 미사일은 성형작약 탄두의 폭발력으로 장갑을 관통합니다. 관통 성능이 탄두의 폭발 에너지에 의존하므로 HEAT 탄약은 고속으로 발사할 필요가 없습니다. 또한 비행 거리에 따라 관통력이 감소하지 않습니다."
"LKUBBCAHPR";"비무장"
"LNXSVBNZLF";"소이"
"LOD_hint";"표적 유닛의 은밀성과 아군 유닛의 관측 능력을 비교합니다."
"LOD_hinte";"유닛 주변에 표시되는 정보는 선택한 은밀성 설정을 기준으로 사격 가능한 지점과 숨어 있는 적을 탐지할 수 있는 지점을 보여줍니다. 가시성은 아군 유닛의 관측 능력, 적의 은밀성, 엄폐물 종류에 따라 달라집니다."
"LR_cmd";"지휘 점수"
"LR_cmdAI";"지휘 점수 분배"
"LR_incob";"타이머가 끝날 때 획득하는 지휘 점수(오른쪽 표시)를 나타냅니다."
"LR_player";"플레이어 목록과 각 플레이어의 점수를 표시합니다."
"LR_score";"승리에 필요한 점수"
"LR_sect";"지휘 구역 및 점수"
"LR_sectB";"왼쪽(파란색)과 오른쪽(빨간색)의 값은 각 팀이 확보한 지휘 구역의 총점을 나타냅니다. 가운데 값은 아직 점령되지 않은 중립 구역의 총점을 나타냅니다."
"LR_timeB";"왼쪽에 표시된 지휘 점수를 받기까지 남은 시간을 나타냅니다."
"LSBTLFT";"전투 %1회"
"LSDAYS";"%1일"
"LSPERC";"%1%%"
"LSWXGNQREO";"조준하고 사격하려면 유닛이 정지해 있어야 합니다."
"LS_air";"항공기"
"LS_art";"포병"
"LS_bat";"대대"
"LS_helico";"헬리콥터"
"LS_sol";"병력"
"LS_support";"지원"
"LS_tank";"전차"
"LZXIDHDYLP";"운동에너지 관통탄은 초고밀도·고속의 화살형 탄자로 장갑을 뚫도록 설계된 탄약입니다. 일반적으로 날개안정분리철갑탄(APFSDS)으로 알려져 있으며 폭약은 사용하지 않고 운동에너지로 적 장갑을 관통해 피해를 줍니다."
"MCNEDZAYTO";"삼각대"
"MISTHDBINN";"파괴용"
"MWMJSNAVAC";"고축외각 능력"
"MapOvrvw";"전술 지도 개요"
"NATO_Nat";"NATO"
"NDZBSGPUCF";"네이팜과 같은 소이탄은 강렬하고 오래 지속되는 화재로 차량과 인원을 파괴하도록 설계되었습니다. 또한 넓은 지역을 불태워 일정 시간 동안 지형 이용을 방해합니다."
"NXIZYXLVUH";"삼각대는 훨씬 안정적인 무기 거치대를 제공합니다. 삼각대에 장착된 무기는 명중률이 더 높고 연사 속도도 빨라집니다."
"OBJ_NEWI";"정보"
"OF_INF";"#stealth 양호"
"OF_INFR";"#stealth 탁월"
"OF_TITLE";"적 은밀성 표시"
"OF_VEHI";"#stealth 낮음"
"OF_VEHIR";"#stealth 보통"
"OK_BTN";"확인"
"OMTVAWUGGA";"반능동 레이더"
"ORD_AIAAA";"자동 타격"
"ORD_AIARA";"자유 사격"
"ORD_AIARC";"대포병 사격"
"ORD_AIARF";"방어 사격"
"ORD_AIATT";"점령"
"ORD_AIATTS";"S"
"ORD_AIDEF";"위치 사수"
"ORD_AISTO";"통제 회수"
"ORD_AISUP";"자동 보급"
"ORD_ATTACK";"수색 전진"
"ORD_CHGALT";"고도 변경"
"ORD_EVAC";"귀환"
"ORD_FSTATK";"고속 수색 전진"
"ORD_LAND";"착륙"
"ORD_MOVE";"이동"
"ORD_QKMOVE";"고속 이동"
"ORD_RIPOS";"응사"
"ORD_RVRSE";"후진"
"ORD_SELL";"매각"
"ORD_SHOPOS";"지정 위치 사격"
"ORD_SMMOVE";"안전 이동"
"ORD_SMOKD";"연막"
"ORD_SMOKE";"지정 위치 연막"
"ORD_STOP";"정지"
"ORD_UNLDAT";"지정 위치 하차"
"ORD_UNLDFT";"하차"
"OTIZHIZOBS";"ERFB"
"Obj_ti";"목표"
"Obj_ti2";"
목표
"
"PACT_Nat";"PACT"
"PALYIYEIFQ";"기동 사격"
"PDRZVSAGPW";"가장 일반적인 포탄 유형은 흔히 HE라고 부르는 고폭탄입니다. 고폭탄은 폭압, 화염, 파편을 복합적으로 이용해 차량과 인원에 피해를 주고 파괴합니다."
"PESOLAOLMA";"열압력"
"PIU_weap";"무장"
"PIVEC";"유닛 특성"
"PSELT_TK2";"총 지휘 점수: %1/450"
"PXYUWPBJKW";"대레이더 미사일. 적 레이더 방사 신호를 자동으로 탐지해 추적합니다."
"PrC_arts";"포병 지원"
"PrC_as";"항공 지원"
"PrC_aux";"보조"
"PrC_auxb";"보조 대대 전용 슬롯:
-  #CMD 지휘 대대
- #HELO 전투 헬리콥터 비행대
- #RECO1 정찰
- #ASSAUT 공병
- #AT 대전차
- #AA 대공
- #INF 경비 병력"
"PrC_cb";"전투 대대"
"PrC_cc";"지휘 점수"
"PrC_in1";"지휘 점수:"
