"TOKEN";"REFTEXT"
"AZZCODQNFN";"20. MOT.-SCHÜTZEN-DIVISION"
"AZZUSLJWXI";"#US  3rd Infantry Div."
"Attacker";"돌파전 - 공격측"
"B2";"PANZER B2(f)"
"BABJKBKYAG";"368-Y OCHAP"
"BABQINDBVH";"11. PLRP"
"BACEHWIRLX";"#US  72nd Field Artillery Brig."
"BAHLYMAFMD";"2ND ARM. CAVALRY REGT."
"BAOKCCLVWA";"L65/120"
"BAPEFRPLHH";"7e Blindee (Ally)"
"BARXEWGQRV";"GRENZER"
"BASZNBWSHJ";"L7A2"
"BAUAWSBGFV";"3-104. MSP"
"BAUDRTEJYI";"L7"
"BAWVOQSEFQ";"1-241-y Gv. MSP"
"BBAZGMOIJX";"#RFA  33. Panzer-Brigade"
"BBDDKKWNZB";"MOR. RAZVEDKA"
"BBESQIKHRT";"Escadre de Chasse 11"
"BBGZELWXDV";"Konkurs"
"BBHCKHRGFA";"MiG-23ML [AA2]"
"BBJUOPUDJW";"T-55AM"
"BBKBNBVBOL";"M2HB 12,7mm M63"
"BBQBDWUTJX";"중기관총"
"BBSAOYFJLI";"M43"
"BBYWJZBZJU";"2-70th Armored Bat."
"BBZGBCCNXQ";"LEOPARD 1A1A1"
"BCDKHVLUEI";"HQ-4th Armoured Div."
"BCECFLAJVP";"5. PLRP"
"BCEIRFSQBG";"PzArt.-Bat. 215"
"BCFSIRPXKP";"AIM-9L"
"BCHKCBMUMD";"14de Linie"
"BCIWIRCVLN";"LFP-54"
"BCJTMYGGCG";"VAB RASIT"
"BCKEMQPEEW";"S-8KOM"
"BCMOGMTUQN";"PSZH-F"
"BCMSMQVLPE";"FlaRak-Gruppe 43"
"BCOBGWUHGN";"Flugabwehr-Rgt. 200"
"BCQRVVEIBP";"Panzer-Bat. 24"
"BCSLBVNXON";"#RFA  32. Panzergrenadier-Brigade"
"BDBGCFEBCF";"#FR 11e Div. Parachutiste"
"BDECROSEDP";"8de Lansiers"
"BDEUDZTJCA";"T-72M-E2  INSTRUKT."
"BDHNCQBQOV";"N.G. M151A2 I-TOW"
"BDPDEDLPVU";"M-63 PLAMEN"
"BDUATMPNTH";"Kom./15-ya Gv. Tank. Div."
"BDUSIIVBJY";"MARINEPIONIER FÜH."
"BDUYPJLETE";"MT-LB STRELA-10M3"
"BDYMMVNDPQ";"1-8. TP"
"BDZHXVNXCH";"#BEL  COMRECCE"
"BEEDFVXRGO";"PRÁM-S"
"BEGLGQZKJN";"308th Cannon Art. Brig."
"BEGNJMRWDP";"S-60"
"BEGVNHDVYI";"3-64th Armored Bat."
"BEHVOMXOYJ";"#SOV 115-y otd. Tank. Polk"
"BEHVOTONRS";"ACM-52"
"BEKNBGQZUF";"M44A1"
"BELRVEDPKT";"STINGER MARINER"
"BEMTBGTJZR";"AH-64A APACHE [ATGM]"
"BEOPGTESSZ";"Pz.Gren.-Bat. 101"
"BEPTJMRWLH";"PzGrenadier-Bat. 51"
"BERDTBHNZD";"1-58th Mech. Infantry Bat."
"BERHQPQPHU";"이 유닛은 전파 방향탐지 장비를 갖추고 있습니다. 적의 무선 신호를 감청한 뒤 삼각측량하여 적 유닛의 대략적인 위치를 찾아냅니다.  "
"BETVYSVOTB";"3-24 Bm"
"BEUPSEPVHJ";"2-77th Field Artillery Rgt."
"BEWQHTIUUV";"4-7 Bah"
"BFAXTEPGBB";"Panzer-Bat. 354"
"BFCFNEMWNZ";"Dépôt de munition"
"BFCNXFWRBY";"M-240"
"BFGEBPUKMF";"STARSTREAK LML"
"BFGJWMXMMO";"M115"
"BFGQYFOYCG";"DESANT. 2B9 VASILEK"
"BFHCIUHWQJ";"12. PANZERDIVISION"
"BFIIQLYFYH";"II./MSR. 16"
"BFIYGCIITO";"303-ya Gv. Artilleri. Brigada (-)"
"BFJEKTSVNL";"Panzer-Bat. 324"
"BFJQSFCDMQ";"Kom. 8-y Gv. Armii"
"BFMMTTTZXB";"RAF Laarbruch"
"BFMTKMUMTD";"27-GV.MTSK. OFFICIAL BATTLEGROUP"
"BFQPKKNMLG";"EM-12e DBL"
"BFQQJSXJWJ";"2-MSR. 32"
"BFWAYRHQNE";"OKHRANA"
"BFWRDYPXZS";"9e RAMa"
"BGANMGCHQZ";"PMZ"
"BGGNUOZIAN";"T-55AM MERIDA"
"BGHQMTCHZK";"OT-64C"
"BGIPDWUZNN";"336-YA O.G. BRIGADA MORSKOY PEKHOTY"
"BGJCUOPZQO";"VÝS. PTŘS FAGOT"
"BGKHTMZYRF";"대공포(AA)는 저고도로 비행하는 공중 표적을 격추하도록 설계되었습니다. 빠른 선회와 높은 발사속도·고각을 확보하기 위해 2연장 또는 4연장 포가로 운용되는 경우가 많습니다. 구형 모델은 유도장비가 없어 활용에 제약이 있을 수 있지만, 발전된 체계는 거리측정기, 사격통제 컴퓨터와 레이더를 갖춥니다."
"BGKQWCFSDP";"130TH ENGINEER BRIGADE"
"BGKUESYGBX";"T-64BK"
"BGPZGJBSGN";"PaK K-52 85mm"
"BGSZOTEXKH";"19. MOTOSTRELECKE DIVIZE TEST"
"BGTDNRYIPH";"81st Tac. Fighter Sq."
"BGWEKLGCXX";"Type 60"
"BGWSAINBLP";"8th Canadian Hussars"
"BGYAZJVSTQ";"SD-100"
"BGYRIZVYJI";"GAZ-66 SNAB."
"BGZSZWUZOT";"OTDELENIE PODDERZHKI"
"BHALIAPYVX";"Type 60"
"BHEMODXOTX";"CENTURION Mk.5/1"
"BHGYSMJWHV";"1V119 REOSTAT"
"BHHDFFEOQK";"MIRAGE 2000C RDI"
"BHLOEJKNIW";"525th Tac. Fighter Sq."
"BHMSCBDQDA";"No. 17/31 Squadron"
"BHTPTWDFFG";"1-585-y Art. Polk"
"BHZJSYQRLF";"#up{AVERAGE}"
"BIDXNJSGPX";"Feldjäger-Bat. 742"
"BIEGGDXKZZ";"1-14. TP"
"BIHXAJRCJA";"TERRITORIALKOMMANDO SÜD"
"BINHREGTEN";"#CZ 104. Motostřelecký Pluk"
"BIQPQQKFVM";"1-96-y Art. Polk"
"BITCOFMASC";"#US  2nd Brigade"
"BITJAEVRZC";"VOPOS"
"BIUCNXPARH";"DRUZYNA PPANC."
"BIWUYYMXDT";"1-375-y Tank. Polk"
"BJADEMCCJI";"RAZVEDKA"
"BJAYTQSHTD";"454kg"
"BJBBCSKWUS";"Mi-2RO "
"BJDEVDCPXN";"FA-15"
"BJDUIBCFVY";"7 (Para) Rgt. RHA"
"BJDXYYKNIU";"NSVT x2"
"BJERYCGQQU";"RAZV. BMP-2D"
"BJLCHNUSPY";"3-75. ThdBr"
"BJNZNMAZSM";"VAB RASIT LEGION"
"BJPRTYYUXG";"II./PR-4"
"BJPWFGVBEE";"AMX-30 B CMDT"
"BJRIBMGVIX";"3-239-y Gv. Tank. Polk"
"BJZOKPPSDW";"Su-17M4 [AT2]"
"BKBCLGAHJM";"23-y Gv. Otd. Tank. Bat."
"BKHNVVNQZH";"CENTAG 본부"
"BKHOHZDYEP";"GEB. AUFKLÄRER"
"BKKBGGBUOP";"M134 Minigun x2"
"BKKEFZZJUL";"Su-25 [NPLM]"
"BKNTRGJEBT";"BRDM-2 MALUTKA-P"
"BKOLBMRIQL";"MiG-29A [AA1]"
"BKPYRQQIFW";"BMR C/C MILAN"
"BKQFEPTBLZ";"1ST CAN. DIV. OFFICIAL BATTLEGROUP"
"BKUCRAESPS";"Mi-24D [AT]"
"BKXHTQNNHX";"A-10A [HE]"
"BKZPJZFOKN";"2-322-y MSP"
"BLDBZMRWCI";"III./MSR. 42"
"BLHYCOFGDO";"M1 MOD"
"BLQSXRTGGF";" RT PRŮZKUMNÍCI"
"BLRMETPYPX";"6-y otd. Razvedka Bat."
"BLSURILPLC";"2S7M MALKA"
"BLTCCHOZOP";"M2HB 12,7mm"
"BLXZGUSGHQ";"7,62mm"
"BMELJKMRKB";"#RFA Geb.Artillerie-Rgt. 8"
"BMFMIPVPUJ";"SFL-H 2S1 122mm"
"BMGCJEXULQ";"1er RHC"
"BMIDZYRXLW";"MOR. OTDELENIE PODDERZHKI"
"BMJBJDYDLE";"INZH. RAZVEDKA"
"BMKDRHFIFY";"코만도 CMG"
"BMMTBEJABD";"M242 Bushmaster BSV"
"BMNRJAXIHJ";"GV. IGLA"
"BMQJOXODMC";"105mm"
"BMSDOLALYN";"1-3rd Aviation Rgt."
"BMSFCGSONA";"NIEB. BERETY PT-76B"
"BMSYWJPOLE";"Vz.18/47N"
"BMTMRSNLII";"9th Engineer Bat."
"BMYKUDUXYS";"DESANT. DRUZYNA PPANC."
"BNETWJPDIK";"MiG-23MLA [AA]"
"BNGCDPDXPE";"#RFA  12. Panzerdivision"
"BNIWDKFWOE";"3-47-y Gv. Tank. Polk"
"BNIZNBIMDJ";"II,/AR-1"
"BNJHRAEBDU";"BMR-PP"
"BNKOCGWPVU";"공수"
"BNKQKIVYZY";"Bantam"
"BNKSZLBREU";"1-244-y Gv. Tank. Polk"
"BNKZBOAJKN";"#BEL  7e Brigade d'Infanterie Blindée"
"BNONKTPZGF";"PARA. L1A1 12,7mm"
"BNQGQYRKIR";"2-3rd Attack Helo. Bat."
"BNRNDHTQIS";"II./MSR. 18"
"BNRSBPMKOR";"1-13 pz"
"BNSDNXSPFK";"BANDEIRANTE"
"BNUNMBCORZ";"PRÉVÔTÉ"
"BNWESQTSSO";"3-33. TP"
"BNZGDRSCCK";"YPR-765 PRI"
"BNZPDHCIAO";"AIM-9H"
"BOFTUPEWBA";"RANGERS (DRAGON)"
"BOHEATJWGD";"SPADOCHRONIARZE (METIS)"
"BOJCKZHIGK";"AH-1W SUPERCOBRA [SEAD]"
"BOMMTABPZG";"Gv m/75"
"BOOOFDTXXP";"HAUBITS M/50 105mm"
"BOOQRWIEXA";"SAXON"
"BOUNCE1";"BOUNCE"
"BOUNCE6";"Firing computer reset"
"BPCQDIABSJ";"17th Field Artillery Brig."
"BPCUSAKUIM";"1. Armáda"
"BPCVUWSSAW";"2A46-2"
"BPFZBTPTYX";"Stab-10. Panzerdiv."
"BPHFKTCWYP";"Su-25K [CLU]"
"BPHLLPDKZO";"234-y Otd. Bat. Okhrany"
"BPKQOYUOTF";"SDRA 8"
"BPNGZABMWI";"#NL 1e Legerkorps"
"BPNHAEUTWM";"MECH. FUSILEROS"
"BPRNATBCVK";"3-1054-y Art. Polk"
"BPTENRWJCF";"STINGER"
"BPTJAYDPUX";"Kampfgruppe von Jagow"
"BPVVKTKQJC";"6. PzBrig"
"BPWHSGAWKA";"MOR. T-55AMD"
"BPXOFDBAOP";"M1047 LAV"
"BQDKWIKUYZ";"ZPU-4"
"BQEOKGFQRX";"73mm"
"BQIHDJBTXV";"4-8th Mech. Infantry Bat."
